gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
21	1.08565	1.90725	1.28911	1.19767	1.71476	0.9402	1.01575	1.45303	1.43133	1.19271	1.00713	1.1568	1.41538	1.21524	0.94396	1.22278	1.74096	1.14709	1.86112	1.15083	1.31596	1.03333	1.08129	1.53438	1.20863	1.14096	1.00764	0.85229	1.88766	1.68709	1.49801	1.44412	1.68843	1.13745	1.24388	1.31045	1.65572	1.1096	1.52308	1.20902	1.03869	1.08161	1.4579	1.91987	0.96136	1.19265	1.44448	0.9811	1.63854	1.22953	1.08012	1.39979	1.58358	1.33327	1.36098	1.14827	1.41332	1.69598	1.22451	1.01697	1.47701	1.26739	1.73268	1.73397	1.29443	1.23454	1.17958	1.51377	1.17093	1.33537	1.36314	1.84698	1.06701	1.2932	0.79522	1.39018	1.51853	1.25488	1.39352	1.04844	1.25307	1.39586	1.06924	1.19004	1.01367	1.72919	1.83895	1.51594	0.87949	1.34717	1.25392	0.8864	1.02648	1.45819	1.24832	1.05322	1.36657	1.3634	1.43027	1.66824
22	1.0331	1.81154	1.18373	1.08349	1.64667	0.96405	0.95406	1.44581	1.53509	1.17483	1.00263	1.12116	1.44731	1.19289	0.98919	1.2728	1.6992	1.18974	1.84907	1.09048	1.2443	1.09759	1.1543	1.58279	1.19986	1.10986	0.94619	0.9008	1.82104	1.71937	1.5089	1.50472	1.7641	1.23079	1.33645	1.32451	1.55107	1.06157	1.59191	1.15064	1.04085	1.08524	1.44442	1.86921	0.9689	1.22636	1.40236	0.95287	1.58078	1.23628	1.06079	1.3604	1.54882	1.34083	1.31907	1.18332	1.36374	1.65218	1.25189	1.05965	1.48536	1.20421	1.75587	1.80674	1.27444	1.21135	1.16076	1.52981	1.08642	1.34045	1.37665	1.87387	1.09624	1.30625	0.80293	1.48134	1.5368	1.27127	1.32049	1.01776	1.2568	1.46849	1.02691	1.23148	1.06298	1.78049	1.87707	1.54387	0.87277	1.34032	1.1944	0.86166	1.04041	1.46069	1.19184	0.99716	1.3754	1.44217	1.38737	1.58977
25	1.11296	1.83614	1.24228	1.07485	1.68197	0.9448	1.02694	1.40577	1.39927	1.15178	1.0271	1.11878	1.44315	1.20448	1.02631	1.28022	1.66284	1.16978	1.8801	1.13191	1.17805	1.08661	1.04836	1.561	1.20797	1.18766	0.93115	0.91586	1.80076	1.71613	1.52148	1.3984	1.76126	1.18336	1.26284	1.34894	1.54342	1.02239	1.59764	1.22622	1.05699	1.10747	1.36796	1.86418	1.0114	1.16864	1.46658	1.02817	1.53193	1.23005	1.16687	1.37026	1.61956	1.31914	1.3789	1.17155	1.35788	1.6676	1.2091	1.07898	1.49555	1.20567	1.74805	1.81267	1.1883	1.16413	1.12492	1.56168	1.13005	1.33706	1.34863	1.85383	1.14664	1.42573	0.81505	1.4881	1.49659	1.29143	1.40085	0.98773	1.31617	1.44186	0.9955	1.22872	1.07862	1.75598	1.89429	1.57635	0.88006	1.3617	1.25271	0.88589	1.01457	1.36353	1.23676	0.96207	1.39961	1.41273	1.38682	1.67164
26	1.08134	1.77844	1.25653	1.05149	1.67572	0.98344	1.08741	1.40267	1.4472	1.11287	1.04945	1.08796	1.43885	1.19944	1.00822	1.2215	1.6365	1.11661	1.91663	1.11175	1.20918	1.12615	1.05093	1.6006	1.2186	1.20669	0.96474	0.91547	1.75172	1.75811	1.49748	1.45921	1.77059	1.15776	1.2473	1.37051	1.56771	0.98151	1.611	1.2726	1.08496	1.13123	1.37798	1.80662	1.00869	1.20658	1.39334	1.09209	1.54237	1.19019	1.11887	1.42621	1.59253	1.23686	1.36531	1.17582	1.42739	1.6542	1.22221	1.15033	1.50734	1.18617	1.76744	1.76254	1.19314	1.16035	1.15564	1.56864	1.14572	1.28342	1.4165	1.80297	1.11094	1.33108	0.84501	1.43051	1.50364	1.37636	1.34576	1.02121	1.26656	1.45635	1.02384	1.14941	1.03691	1.72107	1.95523	1.56058	0.89484	1.29159	1.21518	0.91305	1.01358	1.33534	1.25032	0.97833	1.37514	1.42478	1.42079	1.64474
27	1.10025	1.80015	1.25606	1.01384	1.64219	0.97267	1.07331	1.4103	1.42035	1.08661	1.05442	1.10577	1.45573	1.18594	1.03816	1.22754	1.62336	1.1363	1.91757	1.14174	1.22988	1.08773	1.00661	1.5895	1.21109	1.22812	0.94286	0.89543	1.74144	1.79331	1.51126	1.4189	1.78781	1.16106	1.28929	1.36654	1.59528	1.00828	1.63381	1.24535	1.05708	1.15003	1.40113	1.79246	1.02266	1.20032	1.39899	1.08806	1.55631	1.1819	1.07853	1.40588	1.57726	1.26282	1.33506	1.16708	1.4139	1.65795	1.22414	1.13257	1.50588	1.21836	1.80355	1.73068	1.21825	1.16512	1.14273	1.56207	1.18714	1.27445	1.4278	1.82509	1.12458	1.33788	0.85897	1.41395	1.49786	1.34456	1.32361	1.03821	1.29239	1.39295	1.05365	1.1705	1.12485	1.72192	1.98179	1.54597	0.88931	1.30373	1.19107	0.88326	0.9898	1.32553	1.26558	0.97599	1.38403	1.42098	1.46186	1.66687
28	1.08551	1.84097	1.26876	1.053	1.59346	0.99788	1.02476	1.40016	1.41129	1.04173	1.03624	1.12496	1.46098	1.18426	1.06574	1.261	1.60942	1.16574	1.90911	1.10738	1.23198	1.04365	0.9953	1.5752	1.23095	1.22151	0.90516	0.90928	1.7256	1.76387	1.5218	1.4615	1.79071	1.19702	1.31356	1.32727	1.54264	1.04252	1.64818	1.25513	1.04397	1.08133	1.42745	1.82426	1.06211	1.15306	1.39479	1.04565	1.56113	1.21464	1.0875	1.42321	1.55979	1.29117	1.31374	1.14446	1.42509	1.67732	1.15378	1.0935	1.48068	1.21697	1.8107	1.76489	1.22945	1.15202	1.1096	1.54948	1.20163	1.30221	1.39811	1.82132	1.13983	1.3979	0.89845	1.4187	1.45979	1.3019	1.30527	1.0555	1.27399	1.42874	1.00395	1.1702	1.10389	1.72671	1.95702	1.5571	0.89228	1.30174	1.12799	0.93693	0.9978	1.33843	1.25356	0.97612	1.412	1.38041	1.50282	1.63951
29	1.18908	1.79989	1.24524	1.05484	1.58981	1.00452	1.12047	1.37335	1.47777	1.02427	1.02081	1.11486	1.41981	1.22263	1.02907	1.24535	1.64831	1.16931	1.85416	1.19299	1.27353	1.12158	1.01914	1.58267	1.24013	1.2033	0.96093	0.86266	1.70383	1.76635	1.51513	1.51276	1.78516	1.18684	1.22347	1.19531	1.55421	0.98498	1.5904	1.19223	1.09231	1.06949	1.41685	1.86185	0.98261	1.17393	1.40173	1.07403	1.55492	1.17399	1.05783	1.51375	1.57054	1.30977	1.30377	1.14922	1.42989	1.68209	1.26336	1.11499	1.47115	1.23773	1.81121	1.70467	1.19733	1.16362	1.18035	1.48981	1.13516	1.33355	1.39155	1.81024	1.09604	1.31393	0.8489	1.39858	1.54117	1.37216	1.33169	1.08801	1.29081	1.42902	1.00802	1.14545	1.10167	1.76631	1.97899	1.55976	0.80587	1.26928	1.1555	0.9405	0.97798	1.36437	1.226	0.9406	1.45914	1.31829	1.46446	1.59073
33	1.06175	1.71943	1.35465	1.12301	1.55469	1.03696	1.02546	1.33935	1.49667	1.04293	0.93811	1.08527	1.38847	1.24395	1.07715	1.36857	1.57036	1.21656	1.85345	1.18983	1.32796	1.0906	1.12152	1.6264	1.27201	1.23372	0.96911	0.93488	1.5145	1.74034	1.52529	1.51577	1.76081	1.13721	1.31037	1.09845	1.47858	0.91978	1.5594	1.30437	0.88357	1.04713	1.49774	1.90515	1.00765	1.21305	1.37519	1.04775	1.63199	1.17593	1.04341	1.51075	1.52932	1.22536	1.39199	1.10471	1.48304	1.79177	1.31266	1.1392	1.49666	1.3711	1.77555	1.83348	1.24065	1.19177	1.16151	1.40296	1.20919	1.33296	1.3502	1.67948	1.15822	1.3162	0.93017	1.36282	1.47493	1.10007	1.33826	0.93503	1.1989	1.33409	1.16286	1.00833	1.19827	1.66135	1.88396	1.56247	0.77323	1.32568	1.33272	0.8919	0.88838	1.32982	1.1607	0.8552	1.45349	1.43933	1.4147	1.6528
37	1.10545	1.82609	1.38897	1.15247	1.54508	1.09316	1.0076	1.47886	1.44135	1.04291	0.99517	1.14793	1.53265	1.22287	1.00327	1.23321	1.62107	1.12897	1.82661	1.18356	1.31824	1.1939	1.03435	1.66074	1.21196	1.20195	1.01811	0.9796	1.68959	1.72791	1.60545	1.47489	1.85167	1.0527	1.27315	1.23857	1.48008	0.97339	1.55558	1.34647	0.99139	1.05766	1.55388	1.82195	1.10933	1.15288	1.37369	1.12887	1.53533	1.226	1.08866	1.52302	1.60471	1.20932	1.15676	1.03944	1.38647	1.85269	1.27627	1.04097	1.34418	1.18536	1.81211	1.78433	1.24857	1.23027	1.24087	1.51922	1.18161	1.36547	1.40538	1.68621	1.03949	1.42234	0.8522	1.33386	1.6555	1.12672	1.32778	0.94414	1.33171	1.30941	1.02308	1.25262	1.09551	1.75993	1.8477	1.61805	0.86725	1.31035	1.12156	0.88517	1.03387	1.08053	1.25826	0.9753	1.5962	1.42169	1.46573	1.53272
40	1.19789	1.68618	1.51359	1.27922	1.57044	1.00695	0.93506	1.28176	1.47864	1.0493	1.04459	1.07857	1.40236	1.2179	0.95279	1.18988	1.56455	1.20849	1.82776	1.19241	1.28886	1.261	1.07347	1.53587	1.11866	1.26395	0.91331	1.0578	1.68359	1.79462	1.43019	1.37776	1.85779	0.93638	1.20634	1.29024	1.52327	1.01534	1.51248	1.37234	1.09673	1.17153	1.70831	1.78706	1.11324	1.11246	1.40291	1.05344	1.5315	1.28866	0.96459	1.34979	1.60347	1.28337	1.01569	1.11599	1.31252	1.78765	1.29945	1.06372	1.34201	1.10298	1.76921	1.76089	1.39536	1.03878	1.3623	1.54304	0.93453	1.42228	1.43422	1.6613	1.04151	1.32207	0.81478	1.38551	1.58286	1.14986	1.27446	0.999	1.23643	1.37684	1.01031	1.27795	0.99795	1.76713	1.98796	1.51859	0.81733	1.41103	1.11296	0.90241	0.9727	1.06932	1.2571	0.89447	1.67383	1.42034	1.51622	1.46538
41	1.21381	1.68106	1.53288	1.29303	1.57559	0.99431	0.92849	1.25125	1.48526	1.04918	1.05518	1.0655	1.38507	1.22193	0.94293	1.19043	1.55791	1.21388	1.82889	1.1984	1.29016	1.27262	1.08511	1.52744	1.10917	1.27323	0.89856	1.06982	1.67707	1.80555	1.41204	1.36796	1.86038	0.9151	1.19683	1.30819	1.53173	1.02931	1.51545	1.37169	1.11302	1.18951	1.7246	1.78169	1.11729	1.11015	1.4057	1.04736	1.52208	1.28379	0.93423	1.32779	1.60432	1.28043	0.9925	1.13073	1.301	1.76822	1.29945	1.0512	1.34217	1.08498	1.7544	1.75271	1.41779	1.01687	1.37639	1.55058	0.91539	1.43432	1.4386	1.64871	1.0408	1.30689	0.81136	1.40073	1.57987	1.16783	1.26549	1.00796	1.21752	1.38155	1.01257	1.2824	0.98571	1.77681	2.00886	1.50406	0.81439	1.41453	1.1152	0.90324	0.96017	1.06812	1.25268	0.89322	1.68713	1.42185	1.51791	1.473
42	1.1883	1.77366	1.40938	1.19958	1.58033	1.06588	1.05692	1.37481	1.54868	0.98021	1.07189	0.97584	1.39262	1.19181	0.95021	1.30106	1.64018	1.1563	1.84241	1.17335	1.25426	1.29589	1.01882	1.66298	1.26611	1.20742	0.89759	1.07385	1.62796	1.70708	1.61973	1.50212	1.82429	0.95464	1.32254	1.23951	1.65436	1.01504	1.63654	1.26661	1.18928	1.19169	1.55053	1.83662	1.17047	1.15981	1.3276	1.09653	1.48501	1.16584	0.99192	1.43539	1.58613	1.07112	1.11875	1.15441	1.31767	1.7876	1.2438	1.06459	1.29649	1.13497	1.74169	1.78444	1.34349	1.0915	1.24466	1.58904	1.09018	1.37186	1.38507	1.67733	1.02102	1.3812	0.92947	1.4942	1.51469	1.24681	1.28548	1.04016	1.23581	1.43146	1.07142	1.22272	1.05987	1.90955	1.92283	1.5784	0.79927	1.39147	1.19493	0.83709	0.9909	1.06753	1.22138	1.02645	1.56533	1.40029	1.46986	1.57709
46	1.20081	1.80397	1.39818	1.13823	1.64114	0.90463	1.00375	1.38012	1.50507	1.02888	1.03377	1.10227	1.45433	1.1617	0.94016	1.29817	1.56322	1.06301	1.75882	1.19675	1.27489	1.16442	1.05224	1.62838	1.16172	1.20188	0.9615	0.86295	1.5738	1.746	1.57219	1.52712	1.88176	0.88032	1.3855	1.32758	1.523	1.11237	1.56928	1.29652	1.17023	1.15274	1.42574	1.71343	1.13713	1.15074	1.35897	1.11076	1.43545	1.10099	0.9663	1.42388	1.59923	1.15294	1.17551	1.15984	1.43221	1.69599	1.2049	1.00988	1.48479	1.19043	1.72285	1.69242	1.35044	1.16939	1.16869	1.65226	1.19093	1.42738	1.47291	1.65571	1.05591	1.34527	0.88741	1.35145	1.61341	1.36823	1.30464	0.97231	1.24903	1.43271	1.05358	1.1986	0.98158	1.89069	1.84522	1.61255	1.0104	1.25839	1.11258	0.89803	0.99211	1.15775	1.2797	0.99559	1.61046	1.41628	1.55275	1.53311
47	1.1282	1.77516	1.43253	1.14413	1.54406	0.86343	0.923	1.27981	1.4904	0.86104	0.92251	1.06042	1.5119	1.14048	0.82936	1.46096	1.49922	0.95098	1.84352	1.23473	1.27136	1.15805	0.94919	1.5693	1.04438	1.37007	0.94861	0.85354	1.63709	1.9911	1.84471	1.40147	1.88627	0.87633	1.47484	1.22311	1.53263	1.03179	1.50376	1.25172	1.30819	1.119	1.38665	1.83611	1.12646	1.26044	1.40079	1.05572	1.56435	1.14343	0.92136	1.33977	1.54179	1.10827	1.11509	1.17991	1.41393	1.71314	1.14779	1.02775	1.48512	1.19507	1.5502	1.68518	1.36242	1.12642	1.23068	1.59314	1.21719	1.46554	1.49902	1.52079	0.95882	1.2762	0.80421	1.46947	1.45705	1.38286	1.37312	0.85037	1.43065	1.25439	1.02211	1.16712	0.96155	1.87129	1.81182	1.58891	1.01728	1.25307	1.13561	0.85627	0.81249	1.19197	1.15862	0.84464	1.64794	1.29514	1.52824	1.72096
48	1.13279	1.85188	1.47765	1.14754	1.62079	0.94126	1.00549	1.29161	1.46883	0.91158	0.89565	1.06058	1.48419	1.24158	0.88712	1.39034	1.49245	0.97037	1.77149	1.24381	1.22027	1.15391	1.02526	1.71654	1.06023	1.23422	0.94834	0.85659	1.51729	1.8993	1.76903	1.51766	1.86971	0.86325	1.45742	1.23301	1.5279	1.08151	1.51086	1.2864	1.27904	1.13164	1.43885	1.7903	1.10129	1.2922	1.35448	1.05788	1.5008	1.17536	0.9635	1.3593	1.6288	1.07399	1.17562	1.17871	1.45	1.76884	1.18554	0.96438	1.40293	1.18502	1.62063	1.68751	1.28731	1.14817	1.13719	1.67434	1.27049	1.42837	1.43773	1.58707	0.95408	1.29681	0.87934	1.41662	1.50439	1.40523	1.32364	0.89589	1.36875	1.41582	1.03497	1.14634	0.98169	1.8761	1.88245	1.59953	1.02587	1.26177	1.10642	0.85486	0.93127	1.15623	1.17127	0.92645	1.60748	1.35405	1.55995	1.63421
49	1.02021	2.04422	1.20667	1.09735	1.77421	0.93443	0.97372	1.38234	1.48311	0.8119	1.19722	1.17816	1.3473	1.29275	1.06442	1.27941	1.55407	1.11591	2.03807	1.03208	1.45446	1.06778	1.16237	1.60803	1.13364	1.11749	1.22556	0.92266	1.99824	1.5918	1.54855	1.33577	1.67644	1.28963	1.21367	1.4165	1.65276	1.19094	1.56819	1.31758	1.15166	1.1295	1.49611	2.12723	0.99743	1.24155	1.45316	1.04646	1.55505	1.31906	1.11797	1.43434	1.41449	1.32269	1.36812	1.14312	1.4293	1.6798	1.18655	1.14385	1.43055	1.09751	1.64064	1.67977	1.12139	1.12	1.19398	1.52933	1.09065	1.25164	1.47985	1.55577	1.16559	1.38339	1.0278	1.37722	1.41955	1.2828	1.21426	1.10743	1.24989	1.44239	1.05146	1.07403	1.07452	1.72028	1.74368	1.57403	0.97268	1.3117	1.18942	1.07359	1.13123	1.29438	1.15344	1.02958	1.50496	1.3926	1.33157	1.77575
