gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
20	1.13036	1.97388	1.22173	1.08886	1.71339	0.98322	0.9787	1.4928	1.50634	1.12021	1.1093	1.15767	1.42214	1.18912	0.96551	1.2358	1.66455	1.15018	1.90191	1.22697	1.39671	1.05866	1.09081	1.49014	1.26372	1.2133	1.05501	0.8344	1.9051	1.66385	1.61405	1.39152	1.69749	1.21346	1.1247	1.34486	1.69256	1.17164	1.61553	1.21345	1.05906	1.02796	1.52984	1.91648	1.03653	1.18626	1.40192	1.08177	1.62069	1.28518	1.08847	1.46324	1.56496	1.30261	1.30074	1.0854	1.47481	1.71884	1.30324	1.03831	1.52396	1.3113	1.68645	1.72227	1.19924	1.26012	1.14563	1.62423	1.15125	1.35028	1.43093	1.83992	1.16206	1.23313	0.9077	1.35417	1.54338	1.20059	1.24748	1.01441	1.23983	1.46852	1.03388	1.1315	1.02067	1.63086	1.79297	1.47439	0.81381	1.43259	1.15427	0.92956	1.03497	1.35981	1.30486	1.09353	1.35774	1.37323	1.42206	1.61798
23	1.08022	1.85336	1.15977	1.03625	1.66279	0.98391	0.96351	1.45336	1.59586	1.11724	1.05056	1.11532	1.49272	1.19168	1.00227	1.32175	1.60962	1.13562	1.8556	1.09743	1.32708	1.11381	1.11411	1.53635	1.22031	1.17231	1.02939	0.84852	1.84279	1.73936	1.56422	1.48432	1.77724	1.19438	1.23729	1.29266	1.62867	1.08163	1.64124	1.17494	1.0531	1.05501	1.50515	1.89034	1.03277	1.22261	1.39786	1.01309	1.52412	1.27288	1.0717	1.47765	1.53918	1.29233	1.27202	1.136	1.38971	1.6629	1.31694	1.05322	1.51063	1.21924	1.76073	1.74268	1.19626	1.217	1.15559	1.61338	1.05405	1.35475	1.4574	1.86226	1.1646	1.26137	0.9114	1.45488	1.56363	1.24331	1.23147	1.00887	1.21631	1.51426	1.01749	1.18629	1.06708	1.7121	1.84439	1.4678	0.81917	1.44763	1.15121	0.94161	1.01497	1.39825	1.25726	1.01051	1.34953	1.40927	1.39875	1.54648
24	1.09344	1.88076	1.19545	1.07408	1.68854	0.94173	1.01815	1.43033	1.52338	1.16377	1.02391	1.11081	1.46161	1.21803	1.01096	1.32814	1.57806	1.14334	1.83923	1.11583	1.28996	1.12139	1.05202	1.53854	1.21978	1.19984	1.01849	0.87511	1.83254	1.71767	1.55245	1.43453	1.75524	1.18448	1.22229	1.30338	1.6436	1.0701	1.62927	1.22125	1.03209	1.07852	1.43031	1.92697	1.06412	1.18224	1.4799	1.02108	1.50857	1.24629	1.11168	1.46839	1.56205	1.26537	1.34766	1.15455	1.38743	1.6715	1.30681	1.05624	1.51713	1.21641	1.75825	1.81146	1.15325	1.18179	1.15024	1.61758	1.07425	1.37437	1.41027	1.86867	1.19017	1.32864	0.89143	1.46038	1.56382	1.26857	1.34005	0.98622	1.25536	1.49215	0.99381	1.17711	1.07	1.70013	1.83378	1.47335	0.82624	1.45583	1.21898	0.92646	0.99877	1.35653	1.27418	1.00228	1.37537	1.3869	1.39453	1.59066
30	1.15155	1.80207	1.18175	0.98525	1.58329	0.98995	1.14126	1.39476	1.54966	1.05153	1.02781	1.09609	1.43411	1.21878	0.96429	1.27803	1.60886	1.14645	1.69604	1.19347	1.42136	1.14049	1.06709	1.57493	1.32425	1.10698	0.99401	0.89961	1.73245	1.78682	1.52602	1.55978	1.76956	1.12165	1.22737	1.0832	1.55022	1.05049	1.63996	1.1496	1.03356	1.03018	1.46738	1.86915	1.00832	1.12889	1.38425	1.03365	1.54868	1.21853	1.00993	1.54074	1.51863	1.2611	1.1949	1.12282	1.49005	1.74156	1.22825	1.10862	1.49062	1.25122	1.87444	1.76696	1.23342	1.12015	1.16952	1.53475	1.05367	1.31836	1.38377	1.70486	1.1955	1.26884	0.93436	1.40834	1.55945	1.30703	1.29515	1.05406	1.25882	1.4209	1.02191	1.21441	1.12787	1.79153	1.88079	1.4932	0.78288	1.29763	1.14724	0.95459	1.02452	1.35858	1.25903	0.94985	1.52225	1.3592	1.46766	1.5385
31	1.09303	1.81227	1.17227	1.01472	1.65707	1.02832	1.13851	1.44031	1.52257	1.03126	1.03987	1.13197	1.48989	1.20173	0.92271	1.2491	1.59241	1.09336	1.67557	1.11913	1.42657	1.15417	1.06444	1.62087	1.35202	1.07806	1.01832	0.9634	1.75905	1.75032	1.58256	1.48048	1.74535	1.10805	1.30548	1.09186	1.50642	1.08874	1.68074	1.14958	1.01775	1.00526	1.47847	1.78132	1.06975	1.15074	1.31883	1.08136	1.57356	1.20983	1.00438	1.49325	1.51741	1.24671	1.1261	1.07958	1.47829	1.79551	1.18365	1.09163	1.4878	1.25958	1.85806	1.8058	1.21648	1.10239	1.17703	1.53762	1.02989	1.28982	1.38851	1.71384	1.18787	1.25421	0.98919	1.39183	1.59007	1.2382	1.24116	1.00477	1.21563	1.39102	1.04809	1.20063	1.11715	1.78824	1.83702	1.47021	0.84667	1.37967	1.12518	0.96894	1.12804	1.31579	1.25335	0.99383	1.55545	1.37863	1.47907	1.57244
32	1.09568	1.81696	1.20961	1.00489	1.65382	1.05659	1.12503	1.39797	1.49945	0.9966	1.03979	1.13233	1.50546	1.20348	0.94198	1.24692	1.59765	1.15179	1.71431	1.15483	1.43244	1.16355	1.10052	1.60759	1.29535	1.11186	1.07449	0.95734	1.70033	1.77392	1.5704	1.50176	1.75411	1.13274	1.3326	1.09999	1.52357	1.0328	1.66463	1.22065	0.98783	1.00599	1.48323	1.79797	1.0179	1.15102	1.36002	1.09047	1.58295	1.17878	1.0044	1.52156	1.50815	1.19935	1.12683	1.07395	1.46799	1.81766	1.17646	1.07954	1.46398	1.31151	1.84725	1.78229	1.22821	1.11194	1.15731	1.53004	1.04073	1.30979	1.36132	1.71899	1.13378	1.22321	0.98227	1.39418	1.53908	1.16238	1.27431	0.98851	1.21548	1.36927	1.07188	1.12567	1.12112	1.76179	1.8321	1.5015	0.84205	1.35985	1.14658	0.99903	1.09979	1.30463	1.21759	0.9612	1.55112	1.37523	1.50588	1.60849
34	1.15749	1.87411	1.15081	1.02403	1.62449	1.06751	1.07294	1.33993	1.51312	1.04365	1.03187	1.14945	1.50201	1.1501	0.98455	1.25886	1.60394	1.17386	1.71722	1.24554	1.51075	1.15189	1.03139	1.64179	1.32006	1.0979	1.08511	0.99065	1.70884	1.68128	1.51846	1.47698	1.79621	1.05234	1.23789	1.12705	1.47038	1.23013	1.65558	1.24744	1.05932	1.06832	1.49994	1.80856	1.09419	1.14304	1.32851	1.15268	1.51874	1.18372	1.00511	1.46978	1.55407	1.15046	1.03891	1.08156	1.49329	1.89019	1.09469	1.11357	1.50957	1.27462	1.86554	1.93401	1.14873	1.11839	1.11211	1.5917	0.98254	1.36362	1.47304	1.80702	1.15351	1.28581	0.9865	1.45916	1.486	1.24122	1.1889	0.98789	1.28754	1.31638	1.06159	1.18465	1.12275	1.83628	1.83893	1.5597	0.90774	1.35855	1.05262	0.96996	1.15207	1.22088	1.21884	0.96528	1.63039	1.4468	1.49113	1.43742
35	1.21783	1.90428	1.19481	0.99397	1.59968	1.09424	1.08948	1.31276	1.49655	1.06073	1.01101	1.14255	1.47552	1.16279	0.96874	1.24117	1.60681	1.1634	1.71727	1.24262	1.44783	1.12754	1.05925	1.65154	1.2922	1.12716	1.0752	0.99094	1.66978	1.68335	1.4958	1.4737	1.81363	1.07885	1.26883	1.17124	1.52266	1.19499	1.63663	1.25085	1.06463	1.0822	1.5051	1.79429	1.0928	1.15721	1.37175	1.14083	1.5269	1.17848	1.04721	1.4722	1.62098	1.14685	1.14702	1.06491	1.49753	1.90567	1.15945	1.09568	1.44442	1.23513	1.89377	1.8767	1.13868	1.10805	1.13376	1.57364	1.03714	1.37758	1.47564	1.76208	1.14921	1.26967	0.96304	1.44731	1.52441	1.20504	1.2255	0.98757	1.33418	1.33482	1.07852	1.21465	1.10723	1.80806	1.84111	1.58146	0.90606	1.2988	1.06772	0.97435	1.11498	1.25074	1.23289	0.96298	1.60833	1.44474	1.53834	1.4262
36	1.19905	1.90668	1.23482	1.02761	1.58274	1.10281	1.08497	1.33232	1.47012	1.06555	0.9973	1.1828	1.4861	1.20202	0.97406	1.25264	1.61477	1.13856	1.72846	1.21471	1.39894	1.13675	1.1134	1.67773	1.27851	1.16716	1.06976	0.93918	1.67989	1.71729	1.49367	1.44389	1.82184	1.09775	1.27848	1.21623	1.51771	1.12838	1.62414	1.26108	1.05398	1.0587	1.52958	1.8009	1.07143	1.14399	1.38228	1.13922	1.50458	1.17541	1.08885	1.49173	1.65408	1.16887	1.20423	1.02407	1.49402	1.89917	1.18563	1.05201	1.36658	1.199	1.88198	1.8324	1.11974	1.17346	1.16148	1.538	1.08722	1.37929	1.43705	1.72958	1.11507	1.31241	0.91277	1.43162	1.58628	1.1726	1.24374	0.99328	1.34072	1.31752	1.10327	1.22998	1.09692	1.80699	1.87018	1.61603	0.88902	1.26417	1.07175	0.94872	1.09936	1.20367	1.22863	0.98318	1.59847	1.42684	1.51677	1.46835
38	1.15984	1.96104	1.34688	0.9902	1.49773	1.16734	1.03566	1.38709	1.44117	1.08202	1.00621	1.1692	1.45959	1.25239	1.01151	1.20066	1.57856	1.17885	1.83734	1.25041	1.43883	1.23011	1.09653	1.64109	1.23826	1.1587	1.08092	1.09027	1.61546	1.65605	1.59133	1.52327	1.87797	1.08432	1.28354	1.32827	1.43366	1.03608	1.65888	1.30644	1.01845	1.14359	1.53171	1.7969	1.09866	1.14234	1.45744	1.09466	1.52252	1.19925	1.00292	1.5183	1.64324	1.10604	1.12022	1.06949	1.47205	1.8684	1.207	1.00466	1.40573	1.20287	1.81584	1.80708	1.23136	1.18665	1.18675	1.54863	1.19517	1.34053	1.45349	1.69269	1.02836	1.33718	0.92795	1.42611	1.62849	1.25906	1.20403	0.95471	1.38979	1.33695	1.04106	1.25749	1.11473	1.7708	1.84648	1.58798	0.83748	1.29487	1.25218	0.93516	1.08238	1.16133	1.26068	0.95646	1.6346	1.45375	1.4973	1.5397
39	1.10083	1.95779	1.34628	1.01076	1.51389	1.13027	0.98354	1.28943	1.45069	1.09322	1.00464	1.1885	1.44084	1.27229	1.01181	1.24165	1.55495	1.20667	1.83935	1.23178	1.41897	1.17523	1.22232	1.60691	1.24821	1.19629	1.0663	1.0758	1.6207	1.64714	1.4705	1.47351	1.84881	1.12073	1.30012	1.34697	1.46715	1.03496	1.7398	1.26563	1.047	1.19736	1.57045	1.76852	1.06622	1.13217	1.47537	1.06597	1.48926	1.12704	0.99101	1.49965	1.6414	1.15806	1.06836	1.07122	1.4952	1.85149	1.21746	1.05687	1.4174	1.12566	1.79938	1.74728	1.18917	1.19576	1.20095	1.48794	1.18278	1.36917	1.41084	1.74041	0.9716	1.37477	0.93539	1.42153	1.7076	1.28813	1.18613	0.96436	1.36065	1.34022	1.10104	1.30144	1.11055	1.85103	1.84227	1.54063	0.83106	1.27151	1.26078	0.95866	1.13605	1.13758	1.21921	0.96219	1.6	1.40083	1.50883	1.53687
43	1.21844	1.90286	1.29304	1.1272	1.58931	1.04041	1.09547	1.35786	1.53559	1.07695	1.03001	1.16135	1.46966	1.24206	1.00752	1.19056	1.54063	1.12151	1.82894	1.19954	1.27383	1.18485	1.02948	1.74884	1.1983	1.20426	0.92575	0.98644	1.64158	1.66108	1.57399	1.50027	1.87292	1.0168	1.40571	1.22292	1.55049	1.07848	1.67169	1.33929	1.07929	1.15773	1.53384	1.85549	1.07862	1.1881	1.37433	1.11539	1.50824	1.13459	0.98223	1.54126	1.55748	1.18783	1.18488	1.1852	1.42119	1.75908	1.254	1.05317	1.42979	1.20164	1.82001	1.80912	1.31081	1.15572	1.14046	1.6141	1.08768	1.4391	1.48682	1.82767	1.04196	1.32977	0.89946	1.45592	1.54128	1.26785	1.24371	1.03221	1.27178	1.50598	1.15004	1.24179	1.06829	1.88033	1.91823	1.58477	0.88872	1.33979	1.24601	0.9226	1.01505	1.17362	1.21575	0.96069	1.53189	1.47996	1.4329	1.60706
44	1.25862	1.89756	1.26142	1.11301	1.60434	0.95575	1.09477	1.36932	1.48343	1.14462	1.01171	1.19005	1.51699	1.26026	1.01275	1.18958	1.53068	1.10944	1.75954	1.23929	1.24384	1.14971	1.07091	1.77138	1.17149	1.23279	0.90325	0.92842	1.62896	1.61681	1.574	1.55032	1.80451	1.05447	1.41056	1.15897	1.55402	1.05107	1.68378	1.33633	1.00775	1.15148	1.47331	1.88242	1.1309	1.20203	1.33271	1.07823	1.5039	1.10171	0.90464	1.53521	1.53115	1.23252	1.25777	1.11604	1.45086	1.79463	1.24176	1.03707	1.46387	1.23422	1.81268	1.79799	1.36588	1.21832	1.20024	1.5916	1.12029	1.46482	1.50682	1.85961	1.10341	1.32642	0.86836	1.43951	1.64599	1.25594	1.26264	1.04943	1.248	1.49718	1.15463	1.23374	1.06337	1.8711	1.90704	1.54542	0.9487	1.33877	1.22878	0.91753	1.01437	1.20917	1.22003	0.96923	1.47393	1.52731	1.36372	1.53909
45	1.23672	1.88662	1.25206	1.10046	1.63307	0.9515	1.07221	1.40381	1.50443	1.14865	1.04882	1.18583	1.48892	1.22693	1.06453	1.20455	1.52045	1.11471	1.7378	1.24745	1.3012	1.15465	1.05575	1.7124	1.17601	1.16895	0.92056	0.90417	1.56335	1.58076	1.51124	1.56401	1.8159	1.03651	1.43229	1.23033	1.49446	1.13879	1.72319	1.35119	0.97753	1.10155	1.48546	1.81277	1.12084	1.15642	1.35688	1.08631	1.48832	1.09525	0.94971	1.52294	1.59165	1.24051	1.23029	1.15923	1.47468	1.72257	1.20121	1.02824	1.45524	1.18478	1.7732	1.69999	1.33107	1.22852	1.17993	1.64195	1.1727	1.45133	1.51027	1.84652	1.10173	1.30771	0.8558	1.35347	1.63467	1.32862	1.26609	1.09341	1.22855	1.5121	1.13979	1.20158	1.04617	1.85904	1.87462	1.54199	0.93204	1.38541	1.23457	0.90174	1.01831	1.19399	1.20851	1.01727	1.5527	1.50566	1.43485	1.5414
50	1.01483	2.10908	1.01707	1.17984	1.6068	0.92554	0.9799	1.42746	1.54083	0.90225	1.11425	1.09661	1.39783	1.35669	1.04122	1.39759	1.53386	1.13146	1.98535	1.08507	1.37786	1.0664	1.08433	1.64841	1.17732	1.1458	1.2079	0.99392	1.96237	1.57354	1.49723	1.43744	1.71635	1.26452	1.1963	1.38477	1.62358	1.19015	1.53436	1.31484	1.21245	1.06827	1.50903	2.04144	0.89069	1.20699	1.46924	1.05066	1.52487	1.29257	1.11951	1.40363	1.45149	1.34087	1.39014	1.18266	1.49343	1.72785	1.30307	1.19321	1.42124	1.15401	1.68577	1.61913	1.11893	1.10858	1.20029	1.59113	1.03924	1.30113	1.48852	1.6282	1.16951	1.32481	0.95786	1.37974	1.45478	1.32876	1.21885	1.09538	1.17738	1.53457	1.00364	1.14563	1.10255	1.70783	1.67036	1.57098	0.96777	1.27116	1.14017	1.02153	1.08598	1.25069	1.18679	1.02226	1.39547	1.41155	1.29602	1.77876
55	1.10759	2.03724	1.00503	1.07686	1.69378	0.9304	0.96021	1.43886	1.38143	0.9151	1.10659	1.01804	1.35079	1.35898	0.98308	1.42242	1.45605	1.13987	1.87872	1.15806	1.49198	1.09369	1.04527	1.64512	1.25626	1.07887	1.19668	0.93273	1.87134	1.47366	1.51886	1.39101	1.81894	1.25592	1.21715	1.41409	1.69168	1.21638	1.53553	1.30033	1.12825	1.00559	1.54127	1.96599	0.89819	1.15042	1.50125	0.97204	1.57535	1.29581	1.19241	1.45294	1.41993	1.34805	1.44931	1.17723	1.44177	1.79015	1.37402	1.23879	1.39352	1.25567	1.69024	1.54577	1.12209	1.03731	1.15642	1.5424	1.05695	1.43699	1.38294	1.66811	1.05602	1.34259	0.85423	1.44963	1.42921	1.35796	1.25576	1.08649	1.17803	1.52681	1.08208	1.19856	1.15763	1.76077	1.74405	1.57021	1.00429	1.19916	1.04867	0.96598	1.05352	1.3479	1.1623	0.97913	1.32435	1.43473	1.33077	1.75615
