gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10	gene11	gene12	gene13	gene14	gene15	gene16	gene17	gene18	gene19	gene20	gene21	gene22	gene23	gene24	gene25	gene26	gene27	gene28	gene29	gene30	gene31	gene32	gene33	gene34	gene35	gene36	gene37	gene38	gene39	gene40	gene41	gene42	gene43	gene44	gene45	gene46	gene47	gene48	gene49	gene50	gene51	gene52	gene53	gene54	gene55	gene56	gene57	gene58	gene59	gene60	gene61	gene62	gene63	gene64	gene65	gene66	gene67	gene68	gene69	gene70	gene71	gene72	gene73	gene74	gene75	gene76	gene77	gene78	gene79	gene80	gene81	gene82	gene83	gene84	gene85	gene86	gene87	gene88	gene89	gene90	gene91	gene92	gene93	gene94	gene95	gene96	gene97	gene98	gene99	gene100
22	1.0617	1.83976	1.17562	1.05042	1.63122	1.00582	0.99743	1.46276	1.58413	1.11685	1.046	1.12255	1.47259	1.18532	1.01216	1.29308	1.68559	1.14177	1.86832	1.09248	1.31111	1.07979	1.09911	1.52258	1.21745	1.13278	0.98268	0.88632	1.88221	1.70999	1.55183	1.49276	1.7333	1.23294	1.28684	1.27977	1.61673	1.09845	1.63093	1.15992	1.03208	1.04185	1.50011	1.92246	0.98821	1.23621	1.32047	0.96076	1.57265	1.25933	1.04808	1.42367	1.52344	1.34978	1.26451	1.14407	1.36953	1.65915	1.2739	1.03392	1.49325	1.2229	1.77163	1.77384	1.23243	1.24648	1.16884	1.55897	1.11074	1.36103	1.41417	1.88038	1.14056	1.26423	0.8441	1.46317	1.55183	1.23396	1.27678	1.0082	1.23281	1.50242	1.02011	1.18714	1.08134	1.75259	1.85442	1.50933	0.82568	1.41677	1.13709	0.91602	1.05053	1.44289	1.21487	0.99856	1.35944	1.43601	1.38004	1.55556
23	1.09009	1.84876	1.16667	1.04607	1.65144	0.9856	0.99286	1.44683	1.57549	1.1046	1.03793	1.10914	1.50731	1.20253	1.0153	1.31454	1.66208	1.1218	1.86345	1.06088	1.28011	1.07533	1.08987	1.53567	1.21241	1.16349	1.00169	0.86647	1.86058	1.74719	1.54226	1.48104	1.77643	1.182	1.24782	1.28026	1.60764	1.06297	1.63174	1.17864	1.05043	1.06633	1.48465	1.87936	1.01233	1.23028	1.3569	0.9963	1.5223	1.25702	1.08396	1.44396	1.56061	1.31136	1.26756	1.13168	1.35162	1.6603	1.27922	1.04391	1.48737	1.2028	1.79829	1.7388	1.21057	1.22009	1.16648	1.57984	1.07373	1.34745	1.4481	1.86584	1.15279	1.2966	0.85835	1.47415	1.54411	1.25583	1.27918	1.00407	1.23825	1.5016	1.01241	1.19769	1.07785	1.7438	1.87602	1.50107	0.82742	1.42575	1.15941	0.90922	1.01862	1.4204	1.24238	0.99399	1.36932	1.43824	1.3953	1.56682
25	1.12513	1.86336	1.2307	1.04388	1.67394	0.96131	1.04829	1.41298	1.44452	1.12398	1.038	1.1088	1.46068	1.19676	1.02847	1.30648	1.65114	1.13918	1.87443	1.12736	1.20939	1.0617	1.0221	1.53022	1.22071	1.19245	0.93895	0.897	1.85143	1.723	1.56046	1.39304	1.74927	1.18192	1.25177	1.30918	1.576	1.05162	1.63059	1.22261	1.04968	1.06259	1.41982	1.89089	1.01593	1.16494	1.41661	1.02363	1.51569	1.24091	1.15462	1.39991	1.59585	1.33008	1.33381	1.1667	1.34521	1.65773	1.22228	1.04709	1.5085	1.21391	1.75861	1.80388	1.16871	1.19485	1.13693	1.57112	1.12179	1.37343	1.38212	1.86653	1.17145	1.40662	0.81859	1.48289	1.50685	1.26656	1.3807	0.97838	1.30955	1.47067	0.98956	1.22024	1.08731	1.74043	1.88126	1.56151	0.84833	1.41552	1.22384	0.91914	1.04224	1.35773	1.25321	0.97333	1.4131	1.4254	1.37226	1.64674
27	1.11321	1.83079	1.24928	0.99169	1.63725	0.985	1.09831	1.41061	1.45164	1.0615	1.06039	1.08974	1.4682	1.17461	1.03689	1.24202	1.61324	1.10532	1.90379	1.13021	1.25331	1.05442	0.98093	1.57134	1.22694	1.23485	0.94492	0.87888	1.78661	1.80592	1.55047	1.40732	1.78049	1.15706	1.28023	1.33333	1.62298	1.03531	1.66783	1.2407	1.05806	1.11275	1.44937	1.80635	1.02324	1.19071	1.35912	1.08601	1.54158	1.19202	1.06642	1.42023	1.56275	1.28005	1.29697	1.16875	1.39818	1.64273	1.22671	1.10692	1.52378	1.22323	1.81015	1.71955	1.20934	1.19096	1.15635	1.56644	1.17193	1.30869	1.45679	1.83185	1.1387	1.32614	0.85251	1.40982	1.50461	1.33127	1.31157	1.03611	1.29435	1.41559	1.04739	1.16366	1.12815	1.71217	1.97727	1.53381	0.86683	1.33573	1.16169	0.90994	1.0266	1.31513	1.28867	0.99277	1.40246	1.44035	1.44405	1.65411
28	1.09471	1.87344	1.26385	1.04022	1.59148	1.00142	1.04995	1.40321	1.44119	1.01527	1.03795	1.10981	1.47676	1.17759	1.06185	1.27142	1.60569	1.13493	1.88683	1.08844	1.25591	1.00489	0.97443	1.56029	1.25593	1.2279	0.90563	0.8961	1.7694	1.7782	1.56154	1.45006	1.78332	1.19835	1.31173	1.29316	1.56291	1.06922	1.68387	1.23909	1.04739	1.04404	1.47792	1.82951	1.06504	1.13581	1.35845	1.0384	1.54769	1.22411	1.07279	1.43715	1.54928	1.31537	1.27363	1.14534	1.41044	1.66538	1.15204	1.05976	1.49509	1.22378	1.8199	1.75671	1.2254	1.16908	1.1214	1.55221	1.18385	1.3313	1.42231	1.82094	1.15675	1.38832	0.89828	1.41642	1.46542	1.28291	1.29551	1.05174	1.27013	1.44689	0.9964	1.16622	1.1037	1.72172	1.94492	1.54665	0.87142	1.33377	1.10061	0.96594	1.03753	1.33524	1.27545	0.99591	1.43835	1.401	1.48818	1.62565
29	1.20764	1.82924	1.22328	1.04336	1.58664	1.01029	1.1484	1.37337	1.50873	0.9955	1.0266	1.10213	1.42868	1.21266	1.02075	1.24742	1.64463	1.14381	1.81492	1.1869	1.3028	1.09818	1.00363	1.58006	1.26854	1.20396	0.966	0.85442	1.73508	1.77606	1.55462	1.50319	1.77764	1.18453	1.21401	1.14804	1.56821	1.01939	1.61409	1.17525	1.10137	1.03489	1.45855	1.86406	0.9762	1.15594	1.37559	1.07328	1.54536	1.18281	1.04422	1.53067	1.56895	1.32767	1.25349	1.13966	1.42213	1.68012	1.26372	1.08175	1.47993	1.24503	1.82325	1.69398	1.19117	1.17402	1.19317	1.48663	1.10899	1.35968	1.40785	1.80276	1.10828	1.29924	0.84587	1.39909	1.54887	1.35407	1.3164	1.09128	1.28859	1.44364	1.0038	1.14449	1.1045	1.76535	1.96727	1.54958	0.78466	1.28648	1.1247	0.97031	1.01805	1.35907	1.24339	0.96044	1.49321	1.33622	1.46147	1.56701
35	1.21211	1.90377	1.21526	1.03873	1.595	1.07687	1.06864	1.30659	1.50344	1.0366	1.03746	1.12136	1.45395	1.16742	0.98153	1.2422	1.60617	1.12177	1.75067	1.24425	1.37107	1.092	1.04918	1.65683	1.27649	1.17486	1.04334	0.97033	1.65865	1.6889	1.52761	1.44931	1.82546	1.09121	1.25826	1.16739	1.55043	1.17135	1.58659	1.26874	1.05476	1.06064	1.4968	1.81321	1.06031	1.15876	1.35866	1.12409	1.53057	1.1806	1.05392	1.47058	1.63648	1.18428	1.16706	1.06075	1.47205	1.89745	1.20939	1.06718	1.42859	1.23418	1.85506	1.83542	1.14056	1.13972	1.14575	1.52183	1.05956	1.38558	1.45549	1.74152	1.12976	1.30759	0.91919	1.4484	1.51712	1.21006	1.22694	0.98386	1.30482	1.34071	1.08014	1.21197	1.08511	1.77487	1.85256	1.61994	0.92041	1.28115	1.09394	0.98702	1.07915	1.2616	1.25256	0.97754	1.57196	1.45218	1.53735	1.41654
37	1.14437	1.905	1.32351	1.09288	1.53408	1.09591	1.02823	1.40773	1.44579	1.04734	1.01864	1.16989	1.5079	1.23246	1.00775	1.23736	1.603	1.10984	1.81056	1.21753	1.36115	1.17345	1.06836	1.6861	1.2344	1.19388	1.03958	0.97822	1.6822	1.71688	1.5804	1.4578	1.86523	1.08527	1.24154	1.24896	1.4671	1.03107	1.58559	1.33325	1.01554	1.0575	1.52251	1.81842	1.04298	1.12326	1.39036	1.12248	1.51031	1.19339	1.06423	1.50185	1.6463	1.19804	1.13574	1.03992	1.43953	1.87961	1.23441	0.99671	1.37314	1.20481	1.79983	1.81098	1.17934	1.21149	1.20735	1.50566	1.13961	1.3633	1.40315	1.67047	1.05119	1.38084	0.86317	1.41901	1.62155	1.18828	1.2468	0.97291	1.32078	1.30019	1.0574	1.24377	1.08054	1.74732	1.87694	1.64238	0.87636	1.27413	1.15524	0.92857	1.05182	1.14775	1.25764	0.97668	1.61142	1.45318	1.48773	1.517
39	1.106	1.90922	1.38357	1.07137	1.53704	1.09605	0.95761	1.25151	1.43558	1.07925	1.0471	1.13043	1.43416	1.25997	1.0034	1.22646	1.56375	1.18228	1.85611	1.23557	1.36971	1.16825	1.21788	1.59849	1.21189	1.24432	1.03836	1.07562	1.63114	1.67542	1.479	1.44605	1.85664	1.10003	1.25562	1.3294	1.48783	1.02219	1.68511	1.27981	1.0472	1.19113	1.5744	1.77742	1.03691	1.11234	1.44824	1.04962	1.48543	1.14056	0.97956	1.44396	1.64338	1.19926	1.02636	1.05683	1.4501	1.84907	1.24534	1.02339	1.40248	1.10074	1.74687	1.73806	1.20394	1.17961	1.2731	1.44872	1.14266	1.38365	1.4044	1.67654	0.94793	1.38505	0.88225	1.42141	1.71781	1.28235	1.18633	0.963	1.33326	1.32263	1.07902	1.31067	1.0728	1.83816	1.86756	1.54624	0.84642	1.28032	1.24242	0.98654	1.08993	1.12086	1.24267	0.94941	1.60506	1.40047	1.50548	1.49864
41	1.20833	1.74504	1.49964	1.24719	1.55413	0.98239	0.92004	1.21038	1.45634	1.08121	1.04207	1.12546	1.3965	1.23479	0.97012	1.1949	1.51892	1.1876	1.80863	1.23192	1.30041	1.25996	1.12562	1.55352	1.08312	1.27281	0.91794	1.04134	1.66859	1.79156	1.41333	1.37342	1.88287	0.9707	1.19926	1.30897	1.4643	1.03613	1.53865	1.37611	1.08334	1.19382	1.68283	1.80228	1.05226	1.09016	1.42451	1.03364	1.51294	1.26297	0.9111	1.32655	1.61764	1.3154	1.00915	1.12816	1.36487	1.79778	1.27265	1.00569	1.38356	1.12772	1.74013	1.76899	1.37384	1.0422	1.35545	1.53774	0.89846	1.44334	1.45065	1.63393	1.04571	1.29158	0.79889	1.44684	1.57942	1.20463	1.20807	1.02521	1.26186	1.34209	1.02783	1.2772	0.98256	1.75213	2.01846	1.51742	0.83582	1.38552	1.14553	0.92884	0.95719	1.11447	1.24821	0.87707	1.67832	1.46117	1.51659	1.4729
44	1.22799	1.85179	1.35018	1.15617	1.5954	0.91131	1.04009	1.3196	1.45441	1.09777	0.99607	1.13183	1.50002	1.23231	0.96996	1.24192	1.5348	1.06785	1.76266	1.23418	1.22517	1.16865	1.074	1.70885	1.12327	1.29004	0.91746	0.93034	1.62477	1.72462	1.61216	1.51876	1.82944	1.01096	1.37087	1.18431	1.53744	1.04068	1.59184	1.31443	1.06346	1.16759	1.46634	1.87883	1.12572	1.18229	1.33882	1.06618	1.48461	1.13658	0.89045	1.45346	1.54382	1.21407	1.19316	1.10987	1.41434	1.79027	1.22711	0.98549	1.45397	1.22513	1.72653	1.77914	1.36412	1.18573	1.24419	1.57499	1.10404	1.4765	1.49578	1.70763	1.07044	1.32821	0.82318	1.45398	1.62166	1.27044	1.28781	0.99439	1.3001	1.40304	1.0825	1.22422	1.02228	1.85207	1.9131	1.5526	0.97684	1.31192	1.1567	0.91477	0.94782	1.17999	1.22559	0.9286	1.5203	1.49136	1.40021	1.5232
46	1.19436	1.81845	1.37642	1.13556	1.64288	0.89102	0.99415	1.37819	1.4784	1.06177	1.00937	1.14631	1.48728	1.16785	0.97019	1.286	1.54172	1.03138	1.72297	1.2326	1.25898	1.15849	1.07954	1.65261	1.13523	1.20585	0.94809	0.84008	1.5598	1.73212	1.59082	1.51608	1.88162	0.91129	1.43433	1.30479	1.49845	1.12053	1.57691	1.32019	1.13492	1.16671	1.41742	1.75204	1.12672	1.12761	1.36868	1.09974	1.43969	1.09601	0.95359	1.43499	1.59167	1.19239	1.18956	1.15572	1.46629	1.69348	1.20672	0.96854	1.49459	1.19155	1.73187	1.68441	1.33313	1.19221	1.16423	1.66862	1.15497	1.45307	1.50378	1.64729	1.07707	1.33333	0.83198	1.3711	1.61255	1.36512	1.28058	0.98896	1.28233	1.43013	1.06344	1.20532	0.98831	1.87747	1.85636	1.61879	1.01832	1.26127	1.11756	0.91575	0.99254	1.16719	1.28081	0.97303	1.59216	1.44561	1.50085	1.50899
47	1.12895	1.79374	1.41014	1.14269	1.55598	0.86596	0.92925	1.28673	1.46498	0.91699	0.91272	1.10904	1.54005	1.15444	0.87097	1.42591	1.48889	0.94198	1.80058	1.26439	1.25706	1.15736	0.99042	1.60542	1.03734	1.35047	0.93224	0.84264	1.61715	1.94157	1.82712	1.40102	1.881	0.91655	1.50453	1.20458	1.50777	1.04313	1.52461	1.28147	1.24782	1.13666	1.38976	1.86787	1.11846	1.22541	1.40953	1.05002	1.55751	1.13927	0.91667	1.36176	1.53957	1.15234	1.13159	1.17061	1.44255	1.71547	1.16024	0.9839	1.4848	1.18929	1.57981	1.6822	1.34515	1.15133	1.22115	1.61033	1.17373	1.48752	1.52304	1.53133	0.99047	1.27852	0.76021	1.47648	1.47302	1.37081	1.34125	0.88169	1.44104	1.27082	1.03495	1.17675	0.97601	1.8541	1.83152	1.59334	1.01803	1.2636	1.14123	0.88114	0.83395	1.1959	1.17091	0.84079	1.61898	1.33867	1.47185	1.6777
48	1.12713	1.8588	1.45266	1.14305	1.62289	0.93578	0.99869	1.29921	1.44672	0.95136	0.88327	1.10489	1.51556	1.23673	0.91719	1.37473	1.48153	0.94664	1.7392	1.27565	1.21301	1.15352	1.05444	1.73671	1.04696	1.22724	0.93473	0.83849	1.49782	1.87474	1.77849	1.49637	1.87105	0.89087	1.50329	1.22079	1.50005	1.09218	1.52449	1.30794	1.24041	1.14859	1.43476	1.81688	1.09671	1.25738	1.37577	1.05355	1.50179	1.16945	0.96373	1.37184	1.61982	1.1111	1.18009	1.17564	1.47805	1.75616	1.19433	0.92426	1.41342	1.17345	1.63762	1.67474	1.27243	1.16907	1.12838	1.69615	1.23163	1.45719	1.47047	1.58078	0.98083	1.29267	0.82372	1.42554	1.50105	1.40365	1.30251	0.91411	1.38815	1.41761	1.04349	1.15345	0.99332	1.85965	1.89154	1.60715	1.03282	1.26472	1.11153	0.87901	0.93734	1.16406	1.18115	0.90923	1.59008	1.38185	1.50622	1.60794
49	1.02768	2.06769	1.10239	1.1364	1.68227	0.96041	0.9839	1.41738	1.50891	0.85043	1.18059	1.16517	1.39448	1.29991	1.03922	1.34411	1.53761	1.15526	2.03253	1.06384	1.39244	1.06689	1.1118	1.56643	1.09497	1.13155	1.22825	0.9437	2.00517	1.58418	1.55526	1.38493	1.64516	1.29988	1.22216	1.41307	1.64048	1.1829	1.53517	1.27053	1.15179	1.09848	1.50299	2.06489	0.97705	1.25401	1.44548	1.03921	1.5472	1.34368	1.09268	1.45081	1.41774	1.36013	1.34284	1.12269	1.44854	1.66943	1.25627	1.15379	1.44576	1.14295	1.65396	1.65811	1.08073	1.16589	1.18904	1.55843	1.11452	1.24395	1.5109	1.59043	1.17339	1.37075	1.01011	1.34491	1.40301	1.31594	1.21907	1.10031	1.23781	1.49687	1.03025	1.06982	1.0732	1.70717	1.70094	1.5286	0.94152	1.29856	1.17341	1.0484	1.12761	1.26268	1.1818	1.01435	1.47306	1.38617	1.31221	1.79267
50	1.00872	2.09725	1.06746	1.18639	1.63267	0.93453	0.95933	1.41218	1.52535	0.8686	1.13839	1.147	1.37633	1.32903	1.04443	1.38015	1.50798	1.15197	1.96824	1.08345	1.38795	1.08557	1.09595	1.6117	1.15017	1.13231	1.21452	0.97035	1.98348	1.60924	1.51396	1.42335	1.69636	1.29408	1.18923	1.37275	1.6319	1.1806	1.53631	1.24771	1.14952	1.09159	1.52024	2.03535	0.97649	1.22311	1.46076	1.04584	1.56711	1.31854	1.10727	1.41728	1.45263	1.38093	1.389	1.16371	1.45341	1.67107	1.26035	1.19315	1.45531	1.15375	1.66962	1.65435	1.1049	1.16057	1.18281	1.6122	1.09743	1.24847	1.52167	1.62402	1.19637	1.34637	1.00808	1.34771	1.42483	1.30726	1.21781	1.05527	1.21503	1.5182	1.01474	1.07636	1.08211	1.69842	1.66105	1.50011	0.93081	1.31237	1.18754	1.03696	1.09685	1.24359	1.20783	1.00362	1.43422	1.42068	1.30634	1.77821
