Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
36	0.02681	-0.02616	-0.03178	0.01232	-0.02009	0.02143	-0.00851	0.00992	-0.02042	0.00069
38	0.02582	-0.02925	-0.0363	0.01688	-0.01749	0.0204	-0.01991	0.01704	-0.01094	0.00347
40	0.02523	-0.03092	-0.03865	0.01972	-0.01572	0.01928	-0.027	0.02142	-0.00361	0.00631
42	0.02465	-0.03261	-0.04104	0.02263	-0.01397	0.01816	-0.03421	0.0259	0.0038	0.00931
43	0.02441	-0.03321	-0.04183	0.02366	-0.01322	0.01759	-0.0368	0.02739	0.00674	0.01047
45	0.0241	-0.03386	-0.04266	0.02477	-0.0123	0.01684	-0.03963	0.02894	0.01013	0.01175
52	0.04097	0.0198	0.04391	0.01816	-0.02331	-0.04631	-0.01448	0.02468	0.00356	0.01405
53	0.04074	0.01947	0.04311	0.01745	-0.02307	-0.04462	-0.01324	0.02329	0.00349	0.01412
54	0.04066	0.01898	0.04235	0.01674	-0.02357	-0.04352	-0.01151	0.02236	0.00351	0.01554
55	0.04056	0.01887	0.04204	0.01648	-0.02341	-0.04284	-0.0111	0.0218	0.00347	0.01542
56	0.04027	0.01825	0.04079	0.01542	-0.0234	-0.04055	-0.00902	0.01993	0.0032	0.01598
57	0.0401	0.01778	0.03993	0.0147	-0.02355	-0.03907	-0.00749	0.01873	0.00294	0.01659
62	0.03804	0.01109	0.0282	0.00591	-0.02646	-0.021	0.01187	0.00453	-0.00257	0.02361
63	0.03768	0.00981	0.02602	0.00447	-0.02705	-0.01795	0.01509	0.00227	-0.00387	0.02451
64	0.03739	0.00896	0.02454	0.00365	-0.02718	-0.01596	0.01672	0.00097	-0.0048	0.02434
65	0.03709	0.0081	0.02304	0.00274	-0.02732	-0.01392	0.0185	-4e-04	-0.00563	0.02427
66	0.03659	0.00673	0.02064	0.00159	-0.02739	-0.01086	0.02066	-0.00223	-0.00726	0.02341
70	0.03378	-0.00167	0.00628	-0.00279	-0.02749	0.00521	0.02863	-0.01005	-0.01952	0.01485
71	0.03293	-0.00466	0.00139	-0.00328	-0.02762	0.00972	0.02959	-0.01142	-0.02432	0.01152
72	0.03271	-0.00539	0.00023	-0.00335	-0.0276	0.01067	0.02968	-0.01165	-0.0254	0.01063
73	0.03221	-0.00722	-0.0027	-0.00322	-0.02758	0.01293	0.02936	-0.01185	-0.0281	0.00852
74	0.03146	-0.00954	-0.00642	-0.00282	-0.02704	0.01543	0.02793	-0.01148	-0.03031	0.00555
77	0.03017	-0.01415	-0.01365	-0.00068	-0.0261	0.01926	0.02272	-0.00895	-0.03379	0.00096
79	0.0295	-0.0167	-0.01761	0.00118	-0.02543	0.02081	0.01841	-0.00652	-0.03447	-8e-04
80	0.0291	-0.01806	-0.01969	0.00231	-0.02486	0.02135	0.01562	-0.00493	-0.03403	-0.00154
84	0.02752	-0.02341	-0.02763	0.0083	-0.02181	0.02171	0.00109	0.00376	-0.02699	-0.00148
87	0.02629	-0.02743	-0.03355	0.01405	-0.01875	0.02074	-0.01306	0.01259	-0.01621	0.00155
88	0.02571	-0.02904	-0.03584	0.01637	-0.01722	0.02	-0.01895	0.01613	-0.01104	0.00292
89	0.02547	-0.02999	-0.03726	0.01807	-0.01648	0.01964	-0.023	0.01879	-0.00734	0.00465
92	0.02446	-0.03271	-0.041	0.02264	-0.01345	0.01759	-0.03442	0.02563	0.00466	0.00928
93	0.02428	-0.03318	-0.04164	0.02347	-0.0129	0.01718	-0.03648	0.02686	0.00694	0.01023
95	0.0239	-0.03398	-0.04263	0.02482	-0.01175	0.01622	-0.03988	0.02867	0.01105	0.0118
96	0.02369	-0.03427	-0.04291	0.02525	-0.01116	0.01566	-0.04102	0.02911	0.01273	0.01231
99	0.041	0.02055	0.04488	0.01921	-0.02222	-0.0475	-0.01723	0.02573	0.00315	0.01104
100	0.04084	0.02042	0.04445	0.01885	-0.0219	-0.04645	-0.01671	0.02487	0.00307	0.01076
102	0.04072	0.01998	0.0437	0.0181	-0.02221	-0.04522	-0.01507	0.02384	0.00327	0.01198
106	0.04007	0.01828	0.0405	0.01518	-0.02272	-0.03959	-0.00906	0.01922	0.00326	0.01497
107	0.0398	0.0177	0.03933	0.01421	-0.02272	-0.0375	-0.00717	0.01755	0.003	0.01544
109	0.03915	0.01533	0.03529	0.01104	-0.02407	-0.0313	6e-05	0.01256	0.00129	0.01884
110	0.03879	0.01409	0.03316	0.00944	-0.0247	-0.02811	0.00364	0.01006	0.00029	0.02026
111	0.03821	0.01238	0.03008	0.00711	-0.02526	-0.02327	0.00857	0.00631	-0.00099	0.0218
113	0.0375	0.00989	0.02591	0.00429	-0.02639	-0.0175	0.01477	0.00209	-0.00323	0.02357
115	0.03671	0.00786	0.02228	0.00213	-0.02648	-0.01254	0.01874	-0.00112	-0.00503	0.02293
117	0.03558	0.00418	0.01608	-0.00028	-0.02708	-0.00528	0.02369	-0.0052	-0.01033	0.02064
119	0.03428	0.00045	0.00969	-0.00235	-0.02699	0.00189	0.02728	-0.00872	-0.01546	0.01671
123	0.03203	-0.0068	-0.00216	-0.00365	-0.02676	0.01251	0.02922	-0.01184	-0.02595	0.00811
127	0.03013	-0.01384	-0.01318	-0.00102	-0.02585	0.01895	0.02311	-0.00922	-0.03302	9e-04
128	0.02952	-0.01582	-0.01623	0.00011	-0.02515	0.02018	0.02017	-0.00769	-0.03354	-0.00095
130	0.02887	-0.01825	-0.0199	0.00225	-0.02431	0.02108	0.01524	-0.00486	-0.03315	-0.00207
131	0.02847	-0.01972	-0.02213	0.00376	-0.02366	0.02148	0.01164	-0.0027	-0.03201	-0.00234
133	0.02793	-0.02182	-0.02525	0.00625	-0.02266	0.02166	0.00591	0.00076	-0.0296	-0.00206
134	0.0274	-0.02367	-0.02799	0.00862	-0.02151	0.02154	0.00022	0.00424	-0.02619	-0.00139
137	0.02601	-0.02771	-0.03378	0.01425	-0.01802	0.02009	-0.01387	0.01271	-0.0148	0.00146
138	0.02553	-0.02883	-0.03532	0.01575	-0.01679	0.01942	-0.01785	0.01499	-0.01109	0.00215
140	0.02499	-0.03092	-0.03842	0.01945	-0.01511	0.01858	-0.0267	0.02074	-0.00296	0.00587
143	0.02408	-0.03324	-0.04152	0.02342	-0.01239	0.01658	-0.03648	0.02643	0.00762	0.01014
147	0.02333	-0.0346	-0.04308	0.02562	-0.01016	0.0146	-0.04211	0.02915	0.01491	0.01276
154	0.04016	0.01925	0.04185	0.01647	-0.02152	-0.04128	-0.01235	0.02065	0.00319	0.01195
156	0.03978	0.01837	0.04013	0.01494	-0.02165	-0.03823	-0.00931	0.01819	0.00315	0.01321
157	0.03959	0.01761	0.0389	0.01386	-0.0222	-0.0364	-0.00687	0.01673	0.00298	0.01474
159	0.03915	0.01581	0.0359	0.01149	-0.02338	-0.03191	-0.00134	0.01309	0.00175	0.0176
163	0.03742	0.00994	0.02588	0.00427	-0.02606	-0.01735	0.0145	0.00207	-0.00302	0.02301
165	0.03663	0.00772	0.022	0.00196	-0.02642	-0.01213	0.01901	-0.00139	-0.00511	0.02279
166	0.03616	0.00642	0.01974	0.00093	-0.02645	-0.00936	0.02086	-0.00297	-0.00664	0.02182
167	0.03546	0.0045	0.01642	-0.00053	-0.02646	-0.00533	0.02347	-0.00523	-0.00891	0.02031
174	0.03133	-0.00862	-0.00513	-0.00362	-0.02609	0.01463	0.02833	-0.01176	-0.02732	0.00545
176	0.03042	-0.01171	-0.00989	-0.00265	-0.02557	0.01724	0.02591	-0.01083	-0.03039	0.00199
177	0.02985	-0.01358	-0.01279	-0.00172	-0.025	0.01856	0.0235	-0.00964	-0.03129	1e-04
178	0.02928	-0.01562	-0.01587	-0.00047	-0.02448	0.01971	0.0206	-0.00815	-0.03232	-0.00161
180	0.0288	-0.01788	-0.0193	0.00165	-0.02402	0.02074	0.0161	-0.0055	-0.03259	-0.00242
182	0.02807	-0.02053	-0.02324	0.00441	-0.02281	0.02121	0.00964	-0.0017	-0.03054	-0.00283
184	0.02698	-0.02389	-0.0281	0.00852	-0.02045	0.02069	-0.00041	0.00418	-0.02429	-0.00201
188	0.02541	-0.02869	-0.03499	0.01533	-0.01648	0.01905	-0.01717	0.01429	-0.01104	0.00163
190	0.02492	-0.03064	-0.03788	0.01878	-0.01499	0.01833	-0.02532	0.01958	-0.00374	0.00506
192	0.02411	-0.03276	-0.04071	0.02241	-0.01256	0.01652	-0.03417	0.02469	0.00568	0.00896
193	0.02385	-0.03344	-0.04161	0.02361	-0.01176	0.01593	-0.03708	0.02639	0.00887	0.01033
195	0.0235	-0.03416	-0.04248	0.02481	-0.01071	0.01503	-0.04011	0.02797	0.01258	0.01176
197	0.0232	-0.03458	-0.0429	0.02546	-0.00986	0.01421	-0.04182	0.02865	0.01504	0.01256
199	0.04028	0.02112	0.04434	0.01916	-0.01892	-0.04434	-0.01916	0.02326	0.00198	0.00465
201	0.04011	0.02053	0.04333	0.01813	-0.01937	-0.04271	-0.01689	0.02192	0.00238	0.00657
204	0.03984	0.0192	0.04126	0.01601	-0.02061	-0.03964	-0.01208	0.01939	0.00317	0.01066
205	0.03963	0.01885	0.04049	0.01531	-0.02047	-0.03814	-0.01085	0.01821	0.00323	0.01095
207	0.03929	0.01767	0.03846	0.01355	-0.02114	-0.03494	-0.00699	0.01564	0.00293	0.01309
208	0.03899	0.01696	0.03712	0.0124	-0.02129	-0.0327	-0.00471	0.0139	0.00282	0.01398
210	0.03829	0.01428	0.03268	0.00889	-0.02291	-0.02625	0.00315	0.00889	0.00135	0.01784
212	0.03746	0.01169	0.02821	0.00556	-0.02394	-0.01976	0.01016	0.00409	-0.00028	0.02019
213	0.03711	0.01029	0.02593	0.00405	-0.0247	-0.01672	0.01361	0.00185	-0.00164	0.0213
217	0.03507	0.0044	0.01587	-0.00134	-0.02555	-0.00411	0.02391	-0.00594	-0.0076	0.01932
218	0.03454	0.00299	0.01346	-0.0022	-0.02545	-0.00144	0.02531	-0.00725	-0.00934	0.01779
219	0.03367	0.00056	0.00933	-0.00343	-0.02529	0.00295	0.0273	-0.00928	-0.01255	0.01497
220	0.03327	-0.00119	0.00659	-0.00374	-0.0257	0.00542	0.02828	-0.01021	-0.01575	0.01343
222	0.03219	-0.00464	0.00105	-0.00441	-0.02558	0.01021	0.02928	-0.01169	-0.02069	0.00929
224	0.03094	-0.00865	-0.00525	-0.00422	-0.02512	0.01461	0.02834	-0.01197	-0.02566	0.0043
226	0.0299	-0.01184	-0.01014	-0.00335	-0.02432	0.01715	0.0258	-0.01104	-0.02837	0.00046
228	0.02897	-0.01516	-0.01515	-0.00141	-0.0235	0.01911	0.0213	-0.00875	-0.03022	-0.00244
232	0.02768	-0.02064	-0.02324	0.0041	-0.02184	0.02052	0.00937	-0.00187	-0.02884	-0.00365
233	0.02709	-0.02187	-0.02489	0.00534	-0.02052	0.0199	0.00592	-0.00013	-0.02611	-0.00386
235	0.02602	-0.02552	-0.03011	0.01021	-0.01808	0.01915	-0.00549	0.00656	-0.01888	-0.00199
236	0.02578	-0.0263	-0.03125	0.01132	-0.01751	0.01896	-0.00815	0.00818	-0.01696	-0.00144
237	0.02534	-0.02783	-0.0335	0.01364	-0.01637	0.01853	-0.01373	0.01167	-0.01262	7e-05
240	0.02439	-0.03079	-0.03758	0.01851	-0.01364	0.01681	-0.02522	0.01844	-0.00208	0.00449
242	0.02341	-0.03286	-0.04013	0.02189	-0.01081	0.01449	-0.03359	0.02283	0.0075	0.00812
244	0.0232	-0.03406	-0.04197	0.02429	-0.01002	0.01412	-0.03912	0.02659	0.01266	0.01107
245	0.02315	-0.03428	-0.0423	0.02474	-0.00983	0.014	-0.04016	0.02726	0.01374	0.01164
246	0.02289	-0.03451	-0.0424	0.02499	-0.00912	0.01324	-0.04089	0.02725	0.01521	0.01197
247	0.02285	-0.03465	-0.04261	0.02527	-0.00899	0.01316	-0.04156	0.02768	0.01592	0.01232
248	0.02279	-0.03478	-0.04276	0.0255	-0.0088	0.01299	-0.04212	0.02796	0.01662	0.01263
249	0.03952	0.02156	0.04356	0.01889	-0.01586	-0.04094	-0.02046	0.02063	0.00087	-7e-04
252	0.03921	0.02084	0.04215	0.01748	-0.01604	-0.0384	-0.01769	0.01858	0.00141	0.00106
253	0.03907	0.0201	0.04105	0.01626	-0.01678	-0.0368	-0.01498	0.01729	0.00219	0.00358
255	0.03901	0.01896	0.03959	0.01468	-0.01836	-0.03515	-0.01104	0.01594	0.003	0.0077
256	0.03887	0.01854	0.03886	0.01399	-0.01856	-0.03399	-0.00963	0.01506	0.00316	0.00861
257	0.03875	0.01775	0.03771	0.01293	-0.01938	-0.03255	-0.00712	0.01394	0.00323	0.01064
258	0.03841	0.01698	0.03628	0.01161	-0.01951	-0.03022	-0.00466	0.01225	0.00359	0.01179
259	0.03827	0.01606	0.03492	0.01048	-0.02042	-0.02846	-0.00185	0.01082	0.00315	0.01377
260	0.03781	0.01459	0.03239	0.00849	-0.02109	-0.02475	0.00235	0.00804	0.00251	0.01547
263	0.03665	0.01049	0.0256	0.00354	-0.0231	-0.0154	0.01303	0.00121	-0.00017	0.01928
264	0.03586	0.00823	0.02173	0.00111	-0.02355	-0.0103	0.01773	-0.00214	-0.00194	0.01935
265	0.03541	0.00711	0.0198	-6e-05	-0.02362	-0.00792	0.01975	-0.00355	-0.00266	0.01895
266	0.03509	0.00579	0.01773	-0.00093	-0.02411	-0.00568	0.02174	-0.00489	-0.00448	0.01856
267	0.03434	0.00368	0.01419	-0.00261	-0.02429	-0.00159	0.02477	-0.00719	-0.00672	0.01725
269	0.03339	0.00125	0.01005	-0.00406	-0.02395	0.00281	0.0269	-0.00926	-0.00939	0.01436
271	0.03202	-0.00299	0.00323	-0.00522	-0.02382	0.00886	0.02874	-0.01142	-0.01528	0.00933
272	0.03146	-0.00457	0.00076	-0.00557	-0.02362	0.01076	0.0291	-0.01198	-0.01718	0.00724
273	0.03073	-0.00727	-0.00334	-0.00538	-0.02365	0.01343	0.02874	-0.01225	-0.02112	0.00418
274	0.0302	-0.00884	-0.00571	-0.00522	-0.02334	0.01476	0.02811	-0.01219	-0.02278	0.00216
276	0.02939	-0.01201	-0.01047	-0.00397	-0.02309	0.01712	0.02554	-0.01113	-0.02642	-0.00099
279	0.02847	-0.0161	-0.01642	-0.00091	-0.02254	0.01891	0.01948	-0.00794	-0.02908	-0.00346
280	0.02785	-0.01758	-0.01851	9e-05	-0.02152	0.01897	0.01666	-0.00656	-0.02816	-0.00466
281	0.02741	-0.01899	-0.02053	0.0014	-0.02081	0.01908	0.01356	-0.00487	-0.02734	-0.00517
287	0.02461	-0.02811	-0.0333	0.01331	-0.01453	0.01666	-0.01398	0.01061	-0.01012	-9e-04
288	0.02425	-0.02882	-0.03416	0.01431	-0.01357	0.01591	-0.01649	0.01182	-0.00744	-0.00018
289	0.02391	-0.02979	-0.03545	0.01595	-0.01259	0.0152	-0.02029	0.01395	-0.00383	0.00145
294	0.02257	-0.03403	-0.0412	0.02362	-0.0085	0.01224	-0.03796	0.02438	0.0136	0.01023
295	0.02257	-0.03435	-0.04174	0.02433	-0.00841	0.01227	-0.03953	0.02555	0.01496	0.01116
298	0.02227	-0.03485	-0.04227	0.02517	-0.00753	0.01144	-0.04158	0.02644	0.01766	0.01228
304	0.0385	0.02007	0.04006	0.01554	-0.01508	-0.03395	-0.0147	0.01515	0.00197	0.00128
305	0.03848	0.01941	0.03926	0.01464	-0.01605	-0.03312	-0.01245	0.0145	0.00256	0.00377
307	0.038	0.0178	0.03662	0.01201	-0.01709	-0.02931	-0.00711	0.01173	0.0038	0.00775
319	0.03261	0.00099	0.00899	-0.00538	-0.02217	0.00471	0.02722	-0.01011	-0.00708	0.01223
322	0.03105	-0.00416	0.00106	-0.00638	-0.02226	0.01083	0.02892	-0.01206	-0.01431	0.00632
325	0.02952	-0.00982	-0.00725	-0.00549	-0.02221	0.01539	0.02728	-0.01199	-0.02212	1e-04
327	0.02868	-0.01259	-0.0113	-0.00438	-0.02163	0.01694	0.02472	-0.01095	-0.0245	-0.0028
328	0.02817	-0.01434	-0.01376	-0.00334	-0.02117	0.01748	0.02247	-0.00992	-0.02558	-0.00429
330	0.02724	-0.01784	-0.01871	-0.00034	-0.02008	0.01813	0.0161	-0.00662	-0.02588	-0.00596
333	0.0258	-0.02236	-0.02496	0.00456	-0.01742	0.01746	0.00491	-0.00069	-0.02125	-0.00621
336	0.02456	-0.02608	-0.03002	0.00949	-0.01452	0.01598	-0.00656	0.00552	-0.01343	-0.00421
338	0.02376	-0.02879	-0.03367	0.01375	-0.01239	0.01459	-0.0159	0.01059	-0.00621	-0.00097
344	0.0221	-0.03394	-0.04049	0.02295	-0.00741	0.01083	-0.03669	0.02246	0.0139	0.00938
345	0.02194	-0.0345	-0.04127	0.02406	-0.00689	0.01045	-0.03921	0.024	0.01649	0.01086
349	0.03775	0.02242	0.04155	0.01806	-0.0092	-0.03305	-0.02274	0.01462	-0.00156	-0.01141
356	0.0378	0.01899	0.0377	0.01322	-0.01474	-0.02967	-0.01082	0.01209	0.00329	0.00317
357	0.03734	0.01808	0.03594	0.01151	-0.01478	-0.02679	-0.00783	0.01005	0.0041	0.00457
360	0.03645	0.01476	0.03072	0.00665	-0.01699	-0.01976	0.00214	0.00507	0.00538	0.01095
361	0.03591	0.01349	0.02838	0.00475	-0.01718	-0.01624	0.00567	0.0026	0.00521	0.01202
363	0.03473	0.01072	0.02349	0.00086	-0.01751	-0.00949	0.01245	-0.00178	0.0052	0.01315
367	0.03276	0.00373	0.01263	-0.00526	-0.02006	0.00226	0.02484	-0.0089	-0.00088	0.01289
368	0.03245	0.00275	0.01106	-0.00574	-0.02018	0.00379	0.02576	-0.00963	-0.00225	0.01203
370	0.03152	-0.00073	0.00587	-0.0068	-0.02083	0.00783	0.02809	-0.01128	-0.00733	0.00889
374	0.02945	-0.00795	-0.00471	-0.00686	-0.02092	0.01415	0.02819	-0.01242	-0.01742	7e-04
376	0.02851	-0.01128	-0.0094	-0.00577	-0.02055	0.0159	0.02602	-0.01173	-0.02119	-0.00287
377	0.0279	-0.01296	-0.01175	-0.00506	-0.01989	0.01636	0.02416	-0.01098	-0.02202	-0.00471
378	0.02748	-0.01407	-0.01327	-0.00451	-0.01937	0.01654	0.02269	-0.01034	-0.02229	-0.00582
379	0.02694	-0.01548	-0.01513	-0.00365	-0.01863	0.01646	0.02061	-0.00949	-0.02238	-0.00709
382	0.02563	-0.02003	-0.02131	0.00077	-0.01672	0.01623	0.01126	-0.00483	-0.0211	-0.00831
385	0.0244	-0.02503	-0.02829	0.00745	-0.01415	0.01536	-0.003	0.00306	-0.01421	-0.00594
386	0.02387	-0.02651	-0.03017	0.00949	-0.01287	0.01445	-0.00751	0.00523	-0.01091	-0.00488
387	0.02359	-0.02733	-0.03124	0.01071	-0.01214	0.01392	-0.01022	0.00659	-0.00879	-0.00406
390	0.02256	-0.03055	-0.03534	0.01605	-0.00925	0.01164	-0.02168	0.01248	0.00104	0.00091
391	0.02222	-0.03174	-0.03696	0.01827	-0.0082	0.01086	-0.02658	0.01531	0.00564	0.00352
392	0.02174	-0.03276	-0.03811	0.02001	-0.00685	0.00965	-0.03053	0.01724	0.00998	0.00565
394	0.02145	-0.03384	-0.03959	0.0221	-0.00591	0.00896	-0.03517	0.02004	0.01446	0.00829
396	0.02128	-0.03471	-0.04086	0.02391	-0.00529	0.00856	-0.03914	0.02259	0.01825	0.01076
398	0.02127	-0.03493	-0.04121	0.02439	-0.00518	0.00852	-0.04021	0.02332	0.01929	0.0114
400	0.03687	0.02283	0.04053	0.01764	-0.00603	-0.02926	-0.02374	0.01181	-0.00267	-0.01608
401	0.03738	0.02218	0.04064	0.01726	-0.00848	-0.03093	-0.0217	0.013	-0.00137	-0.01173
402	0.03728	0.02181	0.04005	0.01657	-0.00873	-0.03	-0.02034	0.01229	-0.00073	-0.01058
404	0.03754	0.02065	0.03917	0.01519	-0.01137	-0.03008	-0.01634	0.01237	0.00121	-0.00446
405	0.03738	0.01998	0.03816	0.01404	-0.01198	-0.02871	-0.01397	0.0114	0.0022	-0.00218
406	0.03715	0.01928	0.03701	0.01275	-0.01246	-0.02708	-0.0115	0.0103	0.00337	0.00011
408	0.03642	0.01735	0.03372	0.00939	-0.0133	-0.02228	-0.00527	0.00707	0.00549	0.00438
410	0.03541	0.01509	0.02966	0.00551	-0.01369	-0.01625	0.00146	0.00307	0.00737	0.00742
413	0.03372	0.01039	0.02187	-0.00093	-0.01521	-0.00605	0.01328	-0.00358	0.0076	0.01093
417	0.03188	0.00407	0.01215	-0.00658	-0.01748	0.00411	0.02438	-0.00957	0.00271	0.01065
419	0.03119	0.00137	0.0082	-0.00776	-0.01822	0.00725	0.02693	-0.01106	-0.00087	0.00865
420	0.03059	-0.00049	0.00545	-0.00837	-0.01831	0.00916	0.02791	-0.01174	-0.00319	0.00664
423	0.0293	-0.00593	-0.00212	-0.00827	-0.01926	0.01308	0.02866	-0.01258	-0.01184	0.00128
424	0.02877	-0.00777	-0.00474	-0.00795	-0.01915	0.01426	0.02801	-0.01249	-0.01421	-0.00081
425	0.0283	-0.0095	-0.00706	-0.00744	-0.01907	0.0149	0.02713	-0.01224	-0.01644	-0.00265
426	0.0278	-0.01102	-0.00909	-0.00695	-0.01872	0.01532	0.02606	-0.01196	-0.01783	-0.0044
431	0.02543	-0.01833	-0.01871	-0.00189	-0.01596	0.01526	0.01524	-0.00726	-0.0199	-0.00951
432	0.02481	-0.01978	-0.02056	-0.00058	-0.01479	0.01466	0.01201	-0.00582	-0.0184	-0.01005
433	0.02429	-0.02169	-0.02311	0.00175	-0.01379	0.0142	0.00716	-0.00338	-0.01649	-0.00964
434	0.02364	-0.02339	-0.02528	0.00373	-0.0124	0.01331	0.00265	-0.00129	-0.0138	-0.00936
437	0.02287	-0.0275	-0.03092	0.01026	-0.01045	0.0122	-0.01025	0.00563	-0.00666	-0.00493
438	0.02262	-0.0285	-0.03223	0.012	-0.00972	0.01163	-0.0138	0.00748	-0.0039	-0.00326
439	0.02237	-0.02948	-0.03347	0.01371	-0.00899	0.01101	-0.0172	0.00917	-0.00124	-0.00157
440	0.02196	-0.03045	-0.03457	0.01521	-0.00788	0.01	-0.0204	0.01049	0.00174	-0.00025
441	0.02117	-0.03191	-0.03607	0.01761	-0.00576	0.00797	-0.02575	0.01275	0.00772	0.00268
445	0.01985	-0.0345	-0.03881	0.02213	-0.00214	0.00455	-0.03568	0.01731	0.0189	0.00872
446	0.01986	-0.03476	-0.03925	0.02275	-0.00209	0.00459	-0.03695	0.01823	0.01994	0.00959
448	0.01968	-0.03503	-0.03947	0.02317	-0.00155	0.00402	-0.03793	0.01846	0.02142	0.0102
449	0.03585	0.02355	0.03963	0.01757	-0.00208	-0.02529	-0.02574	0.00894	-0.00451	-0.02216
450	0.03604	0.02333	0.03972	0.01746	-0.00293	-0.02594	-0.02509	0.00938	-0.00399	-0.02077
451	0.03634	0.02291	0.03973	0.01714	-0.00439	-0.02682	-0.02375	0.01001	-0.00307	-0.01813
452	0.03659	0.02231	0.03948	0.01649	-0.00603	-0.02735	-0.02174	0.0104	-0.0017	-0.01471
453	0.0369	0.02147	0.03905	0.01558	-0.00822	-0.02792	-0.01893	0.01081	-5e-05	-0.0101
454	0.03673	0.02114	0.03841	0.01489	-0.00835	-0.02693	-0.01763	0.01017	0.00061	-0.00871
455	0.03668	0.02026	0.03735	0.01355	-0.00958	-0.02589	-0.01462	0.00948	0.00213	-0.00523
458	0.03536	0.01761	0.03241	0.00832	-0.01003	-0.0182	-0.0057	0.00447	0.00636	0.00086
459	0.03491	0.01654	0.0306	0.00635	-0.01039	-0.01567	-0.00237	0.00293	0.00809	0.00306
460	0.03398	0.01473	0.02721	0.00316	-0.01036	-0.01058	0.00283	-0.00034	0.00958	0.00479
462	0.03322	0.01246	0.02366	-1e-04	-0.01131	-0.00622	0.00863	-0.00304	0.01074	0.00694
465	0.03168	0.00704	0.01548	-0.00596	-0.01377	0.00255	0.01989	-0.00834	0.00883	0.00879
466	0.03138	0.00608	0.01404	-0.00679	-0.01407	0.00387	0.02142	-0.00904	0.00816	0.00859
467	0.03096	0.00385	0.01091	-0.00808	-0.01533	0.00654	0.02463	-0.01058	0.0053	0.00832
468	0.03061	0.00295	0.00957	-0.00871	-0.01535	0.00749	0.02551	-0.01094	0.00465	0.00752
470	0.02998	-0.00033	0.00525	-0.00938	-0.01674	0.00971	0.02774	-0.0118	-0.00051	0.00534
471	0.02953	-0.00179	0.00316	-0.00968	-0.01688	0.01094	0.02827	-0.01212	-0.00254	0.00385
473	0.02859	-0.00575	-0.00222	-0.0094	-0.01746	0.01329	0.02839	-0.01251	-0.00867	-0.00019
475	0.0275	-0.00912	-0.00679	-0.0088	-0.01703	0.01465	0.02701	-0.01221	-0.01263	-0.00413
476	0.02709	-0.01098	-0.00907	-0.00782	-0.01706	0.01477	0.02566	-0.0118	-0.01512	-0.00569
477	0.0267	-0.01272	-0.01123	-0.00686	-0.01704	0.01489	0.0243	-0.01141	-0.01734	-0.00716
479	0.02568	-0.01539	-0.01466	-0.00522	-0.01574	0.01462	0.02051	-0.0099	-0.01794	-0.00938
480	0.02502	-0.01686	-0.01646	-0.00429	-0.01471	0.01411	0.01815	-0.00902	-0.0176	-0.0106
484	0.02308	-0.02321	-0.02465	0.00285	-0.01124	0.01216	0.0034	-0.00215	-0.01271	-0.0103
485	0.02293	-0.02436	-0.02619	0.00462	-0.01087	0.01192	0.00023	-0.00062	-0.01149	-0.00931
