Component1	Component2	Component3	Component4	Component5	Component6	Component7	Component8	Component9	Component10
120	0.03356	-0.0096	0.01002	-0.01685	-0.02386	-0.00649	-0.03036	0.01466	-0.02074	0.01264
121	0.03355	-0.0085	0.00862	-0.01712	-0.02403	-0.00547	-0.03092	0.01481	-0.02017	0.0143
125	0.03313	-0.00069	-0.00128	-0.01839	-0.02342	0.00194	-0.03151	0.01378	-0.0141	0.02318
127	0.03293	0.00392	-0.00723	-0.01974	-0.02168	0.00668	-0.02854	0.01101	-0.01045	0.02643
128	0.03297	0.00673	-0.01094	-0.02117	-0.02028	0.00983	-0.02563	0.00855	-0.00879	0.02784
131	0.03299	0.01227	-0.01819	-0.02404	-0.01662	0.01591	-0.01791	0.00261	-0.00566	0.02809
133	0.03318	0.01529	-0.02223	-0.0264	-0.01392	0.01951	-0.01169	-0.00195	-0.00482	0.02606
134	0.03311	0.01689	-0.02421	-0.02712	-0.01208	0.02089	-0.00794	-0.00427	-0.00416	0.02366
135	0.03307	0.01883	-0.02668	-0.02819	-0.00978	0.02279	-0.00305	-0.00748	-0.0034	0.02026
138	0.03281	0.02315	-0.03195	-0.03011	-0.00389	0.02633	0.00907	-0.01484	-0.00186	0.0099
139	0.03269	0.02465	-0.03375	-0.03072	-0.00169	0.02748	0.01355	-0.0175	-0.00134	0.00568
140	0.03259	0.026	-0.0354	-0.03133	0.00039	0.02859	0.01788	-0.02016	-9e-04	0.00128
146	0.03241	0.0296	-0.03983	-0.03337	0.00623	0.03178	0.0303	-0.02791	-0.00032	-0.01205
148	0.03238	0.03007	-0.04042	-0.03363	0.00707	0.03217	0.03206	-0.02898	-0.00025	-0.01412
149	0.03363	-0.03485	0.04269	-0.01532	0.00394	-0.03184	0.0396	-0.02614	-0.02036	-0.00265
151	0.03375	-0.03448	0.04235	-0.0155	0.00304	-0.03193	0.03807	-0.02549	-0.02145	-0.00366
152	0.03381	-0.03393	0.04172	-0.01554	0.00195	-0.03161	0.03575	-0.02426	-0.02218	-0.00477
153	0.03385	-0.03331	0.04097	-0.01557	0.00075	-0.03118	0.03311	-0.02282	-0.0229	-0.00594
154	0.03376	-0.03274	0.04011	-0.01533	-8e-05	-0.03025	0.03061	-0.02117	-0.02252	-0.00651
157	0.03365	-0.0302	0.03672	-0.01497	-0.00406	-0.02737	0.02042	-0.01502	-0.02292	-0.00875
158	0.0336	-0.02907	0.03519	-0.01482	-0.00571	-0.02604	0.01612	-0.01239	-0.02293	-0.00921
159	0.03344	-0.02781	0.03339	-0.01448	-0.0073	-0.02427	0.01147	-0.00943	-0.02223	-0.00941
162	0.03333	-0.02349	0.02765	-0.0144	-0.0127	-0.01951	-0.00251	-0.00097	-0.02209	-0.00727
168	0.03346	-0.01328	0.01461	-0.01589	-0.02193	-0.00974	-0.02558	0.01224	-0.02143	0.00644
169	0.03345	-0.0116	0.01249	-0.01615	-0.02286	-0.00818	-0.02803	0.01352	-0.02086	0.00903
170	0.0335	-0.00996	0.01045	-0.01661	-0.0237	-0.00677	-0.03007	0.01454	-0.02061	0.01185
171	0.03344	-0.00857	0.00871	-0.0168	-0.02385	-0.00552	-0.03074	0.01471	-0.01968	0.01373
174	0.03315	-0.00291	0.00155	-0.01769	-0.02378	-0.00023	-0.03197	0.01448	-0.01549	0.02066
175	0.033	-0.00066	-0.0013	-0.01803	-0.02327	0.0019	-0.03143	0.01375	-0.01357	0.0227
177	0.03265	0.00402	-0.00725	-0.01887	-0.02154	0.00642	-0.02882	0.01131	-0.00939	0.02587
181	0.03265	0.01178	-0.01734	-0.02269	-0.01677	0.0147	-0.01894	0.00368	-0.00499	0.02733
183	0.03293	0.01567	-0.02251	-0.0258	-0.01329	0.01925	-0.01093	-0.00208	-0.00413	0.02488
184	0.03274	0.017	-0.02405	-0.02597	-0.0116	0.02006	-0.00776	-0.00385	-0.0033	0.02231
188	0.03248	0.02356	-0.03212	-0.02928	-0.00302	0.02567	0.01008	-0.01475	-0.0013	0.00817
189	0.03241	0.02492	-0.03379	-0.02994	-0.00103	0.02679	0.0142	-0.01723	-0.00093	0.00436
190	0.03249	0.02588	-0.03511	-0.03088	0.00028	0.02806	0.01731	-0.01948	-0.00084	0.00166
191	0.03238	0.02689	-0.03629	-0.03126	0.00194	0.02874	0.02067	-0.0214	-0.00061	-0.00194
193	0.03228	0.02837	-0.03807	-0.032	0.00436	0.02994	0.02571	-0.02445	-0.00036	-0.00736
195	0.03217	0.02944	-0.0393	-0.03241	0.0062	0.03061	0.02941	-0.02653	-0.00024	-0.01156
197	0.03194	0.03002	-0.03974	-0.03207	0.00738	0.03031	0.03127	-0.02702	-0.00014	-0.01405
199	0.03336	-0.0349	0.0424	-0.01485	0.0045	-0.03083	0.03949	-0.02546	-0.01841	-0.00167
200	0.03341	-0.03473	0.04224	-0.01492	0.0041	-0.03086	0.03879	-0.02517	-0.01887	-0.00214
201	0.0334	-0.03446	0.04189	-0.01487	0.00363	-0.03057	0.03762	-0.02448	-0.01899	-0.00263
202	0.03352	-0.03401	0.04147	-0.01502	0.00261	-0.0306	0.03582	-0.0237	-0.02008	-0.00383
203	0.03349	-0.03328	0.04048	-0.01488	0.00137	-0.02975	0.03264	-0.02178	-0.02027	-0.00497
205	0.03346	-0.03193	0.03871	-0.01469	-0.00094	-0.02836	0.027	-0.01849	-0.02082	-0.00693
206	0.03346	-0.03091	0.0374	-0.01463	-0.00263	-0.02736	0.02292	-0.01612	-0.02132	-0.00798
207	0.03333	-0.03009	0.0362	-0.01433	-0.00371	-0.02614	0.0197	-0.01406	-0.02079	-0.00844
208	0.03323	-0.029	0.03471	-0.01407	-0.00528	-0.02481	0.01551	-0.01154	-0.02062	-0.00933
209	0.03312	-0.02774	0.03297	-0.01382	-0.00698	-0.02324	0.01089	-0.0087	-0.02032	-0.0097
211	0.03289	-0.02528	0.02958	-0.01335	-0.00996	-0.02016	0.0026	-0.00363	-0.01935	-0.00944
212	0.03287	-0.02426	0.02825	-0.01334	-0.01117	-0.01911	-0.00049	-0.0018	-0.01931	-0.00884
213	0.03292	-0.02172	0.025	-0.01362	-0.01407	-0.01668	-0.00759	0.00233	-0.0196	-0.00638
215	0.033	-0.01855	0.02105	-0.01407	-0.01735	-0.01391	-0.01541	0.00671	-0.01995	-0.00271
216	0.03307	-0.01662	0.01863	-0.01444	-0.0191	-0.01222	-0.0196	0.00905	-0.02006	6e-05
217	0.03316	-0.01465	0.01618	-0.01494	-0.02076	-0.01054	-0.0235	0.01119	-0.02024	0.00323
218	0.03314	-0.0132	0.01436	-0.01512	-0.02159	-0.00923	-0.02568	0.01232	-0.01974	0.00539
219	0.03318	-0.01194	0.0128	-0.01543	-0.02232	-0.00817	-0.02744	0.01322	-0.01958	0.00748
220	0.0333	-0.01038	0.01091	-0.016	-0.02326	-0.00696	-0.0295	0.01425	-0.01971	0.01038
221	0.0332	-0.00835	0.00839	-0.01624	-0.02357	-0.00522	-0.03063	0.01459	-0.01845	0.01315
222	0.0331	-0.00664	0.00622	-0.01645	-0.02358	-0.00361	-0.03114	0.01462	-0.01711	0.01523
223	0.03301	-0.00475	0.00389	-0.01669	-0.02372	-0.00204	-0.03186	0.01475	-0.01591	0.0177
224	0.03283	-0.00213	0.00059	-0.01704	-0.02335	4e-04	-0.03173	0.01421	-0.01373	0.02046
225	0.03258	0.00065	-0.00291	-0.01729	-0.02264	0.00296	-0.03102	0.01331	-0.01113	0.02277
226	0.03232	0.0027	-0.00545	-0.01728	-0.02188	0.00472	-0.03009	0.01246	-0.009	0.02398
227	0.03221	0.00387	-0.0069	-0.01745	-0.02132	0.00576	-0.02918	0.01174	-0.00799	0.02451
228	0.03228	0.00628	-0.01001	-0.01875	-0.0202	0.00826	-0.0268	0.00983	-0.00691	0.02606
229	0.03215	0.00862	-0.01296	-0.0194	-0.01889	0.01048	-0.0244	0.00799	-0.00513	0.02678
232	0.03221	0.01312	-0.01877	-0.02201	-0.01528	0.01519	-0.01666	0.0025	-0.00324	0.02531
237	0.03225	0.02264	-0.03071	-0.02789	-0.00402	0.024	0.00728	-0.01242	-0.0012	0.00984
240	0.03191	0.02632	-0.03498	-0.02921	0.00147	0.02638	0.01818	-0.01844	-0.00026	-0.00042
247	0.03143	0.03027	-0.03937	-0.03053	0.00827	0.02852	0.03154	-0.02557	-3e-05	-0.01528
252	0.03253	-0.03422	0.04048	-0.01329	0.00472	-0.02704	0.03564	-0.02152	-0.01327	-0.00064
257	0.03279	-0.02981	0.03525	-0.01325	-0.00337	-0.02412	0.01808	-0.01235	-0.01759	-0.00857
260	0.03269	-0.02648	0.03092	-0.01293	-0.00809	-0.02074	0.00635	-0.00559	-0.01801	-0.00984
262	0.03262	-0.02407	0.02778	-0.01282	-0.01111	-0.01828	-0.00127	-0.00116	-0.01799	-0.0092
263	0.03242	-0.02197	0.02496	-0.01247	-0.01323	-0.01586	-0.0072	0.00234	-0.01697	-0.00806
265	0.03254	-0.01907	0.02139	-0.01294	-0.01633	-0.01353	-0.01434	0.00624	-0.01759	-0.00484
266	0.03248	-0.01681	0.0185	-0.01305	-0.01824	-0.01136	-0.01928	0.009	-0.01705	-0.00208
269	0.03272	-0.01231	0.01307	-0.01424	-0.02153	-0.00795	-0.02673	0.01284	-0.01739	0.00521
270	0.03284	-0.01104	0.01155	-0.01474	-0.02236	-0.00706	-0.02844	0.01367	-0.01767	0.00761
271	0.03291	-0.00846	0.00844	-0.01547	-0.02311	-0.00508	-0.03024	0.01434	-0.01702	0.01182
272	0.03261	-0.00592	0.00533	-0.0153	-0.0231	-0.003	-0.0311	0.01444	-0.01467	0.01446
274	0.03225	-0.00162	-1e-05	-0.01554	-0.02287	0.00069	-0.03181	0.01416	-0.01113	0.0192
275	0.03202	0.00094	-0.00319	-0.01575	-0.0222	0.00293	-0.03111	0.01336	-0.00884	0.02134
278	0.03165	0.00634	-0.00979	-0.01679	-0.01979	0.00739	-0.02718	0.01042	-0.00489	0.02443
279	0.03168	0.00805	-0.012	-0.01766	-0.01893	0.00918	-0.02537	0.00897	-0.00401	0.02533
281	0.03155	0.01151	-0.01628	-0.01903	-0.01616	0.01227	-0.01986	0.0053	-0.00221	0.02426
286	0.03185	0.02077	-0.02797	-0.02537	-0.00609	0.02109	0.00189	-0.00833	-0.00085	0.0128
289	0.03152	0.02523	-0.03317	-0.02713	0.00023	0.02404	0.01444	-0.01521	0.00015	0.00198
290	0.03155	0.02627	-0.03447	-0.02795	0.00172	0.02501	0.01764	-0.01714	4e-05	-0.00068
291	0.03144	0.02697	-0.0352	-0.02807	0.00289	0.02525	0.01983	-0.01816	9e-05	-0.00296
292	0.03126	0.02785	-0.03607	-0.02811	0.00445	0.02542	0.02264	-0.0194	0.00014	-0.00614
294	0.03103	0.0294	-0.03772	-0.02852	0.00715	0.02608	0.02783	-0.02201	0.00015	-0.01195
296	0.03097	0.03022	-0.03867	-0.02896	0.00859	0.02666	0.03075	-0.02366	6e-05	-0.01519
299	0.03206	-0.0352	0.04112	-0.0126	0.00738	-0.02612	0.03938	-0.02258	-0.00948	0.00298
300	0.03208	-0.03501	0.04091	-0.01262	0.00698	-0.02604	0.03857	-0.02218	-0.00978	0.00248
304	0.03236	-0.03278	0.03848	-0.01279	0.0024	-0.02519	0.02945	-0.01781	-0.01315	-0.00325
305	0.03234	-0.03193	0.03739	-0.01264	0.00092	-0.02442	0.02597	-0.01591	-0.01363	-0.00489
309	0.03231	-0.02786	0.03228	-0.01221	-0.00564	-0.02086	0.01061	-0.00752	-0.0155	-0.00981
310	0.03233	-0.02638	0.03044	-0.01223	-0.00774	-0.01962	0.00574	-0.00485	-0.01603	-0.01008
311	0.03219	-0.02523	0.02886	-0.01189	-0.00913	-0.01822	0.00188	-0.00258	-0.01552	-0.01045
313	0.03219	-0.02191	0.0247	-0.01199	-0.01302	-0.01532	-0.00743	0.00257	-0.01581	-0.00857
314	0.03208	-0.02049	0.02285	-0.01182	-0.01438	-0.01389	-0.01103	0.00456	-0.01532	-0.00761
316	0.03216	-0.017	0.01858	-0.01225	-0.01769	-0.01111	-0.01882	0.00875	-0.01549	-0.00348
317	0.03209	-0.01507	0.01617	-0.01231	-0.01913	-0.00944	-0.02247	0.01069	-0.01498	-0.00107
319	0.03239	-0.01259	0.01328	-0.0134	-0.02095	-0.00783	-0.02612	0.01249	-0.01588	0.00362
324	0.03162	-0.00173	1e-04	-0.01377	-0.02241	6e-04	-0.03195	0.01417	-0.00868	0.01698
328	0.0311	0.00641	-0.00966	-0.01514	-0.01942	0.00681	-0.02741	0.01077	-0.00308	0.02296
329	0.03124	0.00811	-0.01185	-0.01632	-0.01861	0.00855	-0.02553	0.00934	-0.00271	0.0242
330	0.03096	0.00989	-0.01388	-0.01634	-0.01706	0.0096	-0.02288	0.00786	-0.00136	0.02322
333	0.03108	0.01513	-0.02038	-0.01954	-0.01218	0.0143	-0.01254	0.0014	-0.00033	0.01991
336	0.03083	0.02106	-0.0274	-0.02225	-0.00479	0.01854	0.00228	-0.00686	0.00092	0.00973
337	0.03109	0.02479	-0.03215	-0.02538	-5e-05	0.02218	0.01266	-0.0131	0.00065	0.00269
340	0.03103	0.0265	-0.03414	-0.02636	0.00251	0.02338	0.01786	-0.01593	5e-04	-0.00192
343	0.0309	0.02873	-0.03671	-0.02756	0.00617	0.02491	0.02527	-0.02	0.00028	-0.00952
345	0.03071	0.02993	-0.03795	-0.02783	0.00832	0.02532	0.02933	-0.02194	2e-04	-0.01414
346	0.03059	0.03029	-0.03824	-0.02771	0.00904	0.02521	0.03051	-0.0223	0.00018	-0.01561
348	0.03046	0.0306	-0.03846	-0.02752	0.00968	0.02499	0.03147	-0.02249	0.00016	-0.01691
349	0.03137	-0.03537	0.04045	-0.01144	0.00887	-0.02369	0.03934	-0.02111	-0.00496	0.00536
355	0.032	-0.03186	0.0369	-0.012	0.00136	-0.02314	0.02532	-0.01491	-0.01142	-0.00441
357	0.03192	-0.02969	0.03415	-0.01161	-0.00221	-0.0212	0.01693	-0.01041	-0.01242	-0.00798
359	0.03182	-0.02745	0.03127	-0.01124	-0.0056	-0.01908	0.00876	-0.00594	-0.01294	-0.01033
360	0.03176	-0.02638	0.02987	-0.01108	-0.00701	-0.018	0.00522	-0.00397	-0.01295	-0.01067
361	0.03173	-0.02501	0.02814	-0.01099	-0.00887	-0.01678	0.00078	-0.00154	-0.01321	-0.011
362	0.03166	-0.02392	0.02676	-0.01081	-0.01016	-0.01579	-0.0024	0.00014	-0.01307	-0.01109
363	0.03167	-0.0221	0.02453	-0.01086	-0.01219	-0.01433	-0.00717	0.00268	-0.01325	-0.00993
366	0.03152	-0.01708	0.01832	-0.01078	-0.01692	-0.0102	-0.0187	0.00875	-0.01258	-0.00563
367	0.03167	-0.01559	0.01659	-0.01127	-0.0183	-0.00926	-0.02158	0.01024	-0.01315	-0.00325
370	0.03161	-0.01045	0.01056	-0.01175	-0.02104	-0.00588	-0.02808	0.01318	-0.01197	0.00408
375	0.03052	0.00133	-0.00352	-0.01172	-0.0209	0.00273	-0.03095	0.01317	-0.0032	0.01681
376	0.03058	0.00364	-0.00627	-0.01263	-0.02031	0.00442	-0.02985	0.01235	-0.00246	0.01943
378	0.03046	0.00677	-0.00992	-0.01349	-0.0188	0.00656	-0.02715	0.01066	-0.00099	0.02135
379	0.03033	0.00829	-0.01162	-0.01369	-0.01792	0.00738	-0.02566	0.00986	-0.00024	0.02198
380	0.03043	0.01013	-0.01388	-0.01486	-0.01654	0.00896	-0.02273	0.00804	5e-05	0.02196
381	0.03018	0.01102	-0.01473	-0.01453	-0.01557	0.00902	-0.02125	0.00751	0.00068	0.02108
383	0.03001	0.01502	-0.01944	-0.01618	-0.01148	0.01185	-0.01314	0.00291	0.00178	0.01747
386	0.03001	0.02122	-0.02682	-0.01975	-0.00395	0.01641	0.0022	-0.00545	0.00215	0.00799
389	0.03065	0.02563	-0.03264	-0.0245	0.0016	0.02134	0.01491	-0.01328	0.00095	-0.00024
390	0.03043	0.02701	-0.03406	-0.0247	0.00377	0.02173	0.01887	-0.01501	0.00109	-0.00404
391	0.0303	0.02754	-0.03453	-0.02469	0.00475	0.02172	0.02055	-0.01563	0.00095	-0.00589
392	0.0302	0.02826	-0.03523	-0.02491	0.006	0.02192	0.02284	-0.01662	7e-04	-0.00823
395	0.02983	0.03019	-0.03709	-0.02522	0.00948	0.02229	0.02915	-0.01933	3e-04	-0.01524
397	0.02983	0.03064	-0.03764	-0.02554	0.01026	0.02268	0.03079	-0.02029	2e-04	-0.01703
398	0.02994	0.03071	-0.03789	-0.02595	0.0103	0.02315	0.03122	-0.02084	0.00018	-0.01737
400	0.0301	-0.03554	0.03906	-0.00934	0.01132	-0.01922	0.03866	-0.01818	0.00272	0.00922
401	0.03046	-0.03511	0.03899	-0.00987	0.00992	-0.02017	0.03725	-0.01814	0.00034	0.00719
402	0.03078	-0.03445	0.03858	-0.01028	0.00816	-0.02078	0.0348	-0.01749	-0.00198	0.0046
403	0.03075	-0.03394	0.03792	-0.01014	0.00723	-0.02029	0.0326	-0.0163	-0.00226	0.00328
404	0.03065	-0.03276	0.03637	-0.0098	0.00516	-0.01916	0.02765	-0.01367	-0.0029	0.00026
406	0.03089	-0.03068	0.03415	-0.00988	0.00104	-0.01854	0.0197	-0.01018	-0.00595	-0.00506
407	0.03115	-0.02975	0.03334	-0.01021	-0.00093	-0.01874	0.01646	-0.00899	-0.008	-0.00716
408	0.0311	-0.0287	0.03201	-0.01002	-0.00259	-0.01784	0.01259	-0.00697	-0.00845	-0.0087
409	0.03085	-0.02715	0.02994	-0.00935	-0.00477	-0.01617	0.00702	-0.00406	-0.00814	-0.0113
412	0.03061	-0.02422	0.02621	-0.0087	-0.00858	-0.01356	-0.00218	0.00064	-0.00818	-0.0131
414	0.03069	-0.02053	0.02185	-0.00885	-0.01279	-0.01108	-0.01153	0.00533	-0.00892	-0.01118
415	0.03065	-0.01962	0.02073	-0.00878	-0.0137	-0.01035	-0.01374	0.00648	-0.00873	-0.01064
416	0.03077	-0.01757	0.01844	-0.00908	-0.0157	-0.0093	-0.01787	0.00843	-0.00925	-0.00849
417	0.03096	-0.01633	0.01706	-0.00959	-0.01691	-0.00868	-0.02023	0.00962	-0.00994	-0.00644
418	0.03051	-0.01394	0.01418	-0.00871	-0.01794	-0.00694	-0.02345	0.01097	-0.0078	-0.00469
419	0.03034	-0.01191	0.01187	-0.00849	-0.01876	-0.00582	-0.02556	0.01177	-0.00676	-0.00236
424	0.02944	-0.00021	-0.00165	-0.00829	-0.02048	0.00144	-0.03166	0.01354	9e-05	0.0117
425	0.02941	0.00228	-0.00454	-0.00896	-0.01985	0.00302	-0.03066	0.01285	0.00111	0.01436
428	0.02973	0.00719	-0.01019	-0.01154	-0.01802	0.00616	-0.02679	0.01063	0.00142	0.01936
429	0.02973	0.00857	-0.01172	-0.0121	-0.01724	0.00689	-0.02527	0.00983	0.00153	0.02019
430	0.02977	0.01035	-0.01376	-0.01302	-0.01585	0.00802	-0.02244	0.00832	0.00164	0.02013
433	0.02906	0.01502	-0.01867	-0.0133	-0.01078	0.00968	-0.01352	0.00421	0.00338	0.01564
438	0.03014	0.02496	-0.03129	-0.02238	0.00101	0.01924	0.01245	-0.01089	0.00167	0.00081
439	0.03011	0.02558	-0.03202	-0.02271	0.00196	0.01969	0.01437	-0.01194	0.00167	-0.00098
440	0.02996	0.02737	-0.03388	-0.02349	0.00474	0.02038	0.01956	-0.0142	0.00113	-0.0054
442	0.02965	0.02868	-0.03502	-0.0235	0.0071	0.02035	0.0236	-0.01566	0.00078	-0.00976
443	0.02946	0.02932	-0.03553	-0.0234	0.00831	0.0202	0.02558	-0.01626	0.00058	-0.01194
444	0.02913	0.03001	-0.03593	-0.02291	0.0097	0.01965	0.02759	-0.0166	0.00045	-0.01445
445	0.02924	0.03038	-0.03653	-0.02352	0.01027	0.02033	0.02909	-0.01771	0.00032	-0.01594
446	0.02926	0.03055	-0.03676	-0.02372	0.01053	0.02056	0.0297	-0.01813	0.00025	-0.01655
448	0.02939	0.03079	-0.03723	-0.02428	0.01087	0.0212	0.03078	-0.01906	0.00018	-0.0176
449	0.02931	-0.0359	0.03852	-0.00814	0.01327	-0.01677	0.03936	-0.01705	0.00727	0.01219
450	0.0296	-0.03572	0.03866	-0.00856	0.01248	-0.01761	0.03891	-0.01734	0.00563	0.01101
455	0.03049	-0.03198	0.03525	-0.00938	0.00396	-0.0181	0.02435	-0.0118	-0.00275	-0.00162
457	0.03028	-0.02953	0.03214	-0.00862	-1e-04	-0.01604	0.01496	-0.00718	-0.00389	-0.00738
460	0.02995	-0.02626	0.028	-0.00761	-0.00497	-0.01324	0.00354	-0.00158	-0.00457	-0.01287
462	0.0299	-0.0241	0.02543	-0.00734	-0.0079	-0.01175	-0.00297	0.00153	-0.00511	-0.01417
466	0.02999	-0.01781	0.01819	-0.0074	-0.01469	-0.00808	-0.01762	0.00842	-0.00597	-0.01091
