,X,Y,Spot_radius
408,8,9,0.5
409,8,10,0.5
412,8,13,0.5
414,8,15,0.5
415,8,16,0.5
416,8,17,0.5
417,8,18,0.5
418,8,19,0.5
419,8,20,0.5
424,8,25,0.5
425,8,26,0.5
428,8,29,0.5
429,8,30,0.5
430,8,31,0.5
433,8,34,0.5
438,8,39,0.5
439,8,40,0.5
440,8,41,0.5
442,8,43,0.5
443,8,44,0.5
444,8,45,0.5
445,8,46,0.5
446,8,47,0.5
448,8,49,0.5
449,9,0,0.5
450,9,1,0.5
455,9,6,0.5
457,9,8,0.5
460,9,11,0.5
462,9,13,0.5
466,9,17,0.5
469,9,20,0.5
472,9,23,0.5
474,9,25,0.5
478,9,29,0.5
480,9,31,0.5
484,9,35,0.5
488,9,39,0.5
489,9,40,0.5
490,9,41,0.5
501,10,2,0.5
509,10,10,0.5
512,10,13,0.5
514,10,15,0.5
516,10,17,0.5
517,10,18,0.5
521,10,22,0.5
523,10,24,0.5
524,10,26,0.5
525,10,27,0.5
526,10,28,0.5
527,10,29,0.5
529,10,31,0.5
530,10,32,0.5
532,10,34,0.5
533,10,35,0.5
535,10,37,0.5
536,10,38,0.5
537,10,39,0.5
538,10,40,0.5
540,10,42,0.5
542,10,44,0.5
543,10,45,0.5
544,10,46,0.5
545,10,47,0.5
546,10,48,0.5
548,11,0,0.5
549,11,1,0.5
550,11,2,0.5
551,11,3,0.5
553,11,5,0.5
555,11,7,0.5
557,11,9,0.5
559,11,11,0.5
560,11,12,0.5
561,11,13,0.5
562,11,14,0.5
563,11,15,0.5
565,11,17,0.5
569,11,21,0.5
570,11,22,0.5
573,11,25,0.5
574,11,26,0.5
580,11,32,0.5
582,11,34,0.5
583,11,35,0.5
586,11,38,0.5
588,11,40,0.5
589,11,41,0.5
591,11,43,0.5
592,11,44,0.5
594,11,46,0.5
595,11,47,0.5
599,12,1,0.5
600,12,2,0.5
608,12,10,0.5
609,12,11,0.5
610,12,12,0.5
612,12,14,0.5
615,12,17,0.5
619,12,21,0.5
620,12,22,0.5
621,12,23,0.5
622,12,24,0.5
623,12,25,0.5
626,12,28,0.5
629,12,31,0.5
630,12,32,0.5
632,12,34,0.5
633,12,35,0.5
636,12,38,0.5
637,12,39,0.5
639,12,41,0.5
643,12,45,0.5
644,12,46,0.5
645,12,47,0.5
646,12,48,0.5
648,13,1,0.5
651,13,4,0.5
652,13,5,0.5
653,13,6,0.5
654,13,7,0.5
657,13,10,0.5
659,13,12,0.5
662,13,15,0.5
663,13,16,0.5
668,13,21,0.5
670,13,23,0.5
672,13,25,0.5
673,13,26,0.5
675,13,28,0.5
677,13,30,0.5
678,13,31,0.5
679,13,32,0.5
680,13,33,0.5
684,13,37,0.5
685,13,38,0.5
686,13,39,0.5
687,13,40,0.5
689,13,42,0.5
690,13,43,0.5
691,13,44,0.5
698,14,1,0.5
700,14,3,0.5
701,14,4,0.5
712,14,15,0.5
713,14,16,0.5
714,14,17,0.5
718,14,21,0.5
723,14,26,0.5
724,14,27,0.5
725,14,28,0.5
726,14,29,0.5
733,14,36,0.5
734,14,37,0.5
735,14,38,0.5
736,14,39,0.5
739,14,42,0.5
741,14,44,0.5
742,14,45,0.5
744,14,47,0.5
746,14,49,0.5
747,15,0,0.5
748,15,1,0.5
752,15,5,0.5
753,15,6,0.5
755,15,8,0.5
758,15,11,0.5
759,15,12,0.5
763,15,16,0.5
765,15,18,0.5
766,15,19,0.5
768,15,21,0.5
769,15,22,0.5
771,15,24,0.5
772,15,25,0.5
773,15,26,0.5
774,15,27,0.5
776,15,29,0.5
777,15,30,0.5
783,15,36,0.5
784,15,37,0.5
787,15,40,0.5
788,15,41,0.5
790,15,43,0.5
793,15,46,0.5
794,15,47,0.5
797,16,0,0.5
798,16,1,0.5
799,16,2,0.5
801,16,4,0.5
803,16,6,0.5
805,16,8,0.5
806,16,9,0.5
808,16,11,0.5
809,16,12,0.5
810,16,13,0.5
812,16,15,0.5
813,16,16,0.5
814,16,17,0.5
815,16,18,0.5
818,16,21,0.5
820,16,23,0.5
823,16,26,0.5
827,16,30,0.5
828,16,31,0.5
829,16,32,0.5
830,16,33,0.5
835,16,38,0.5
836,16,39,0.5
839,16,42,0.5
842,16,45,0.5
844,16,47,0.5
846,16,49,0.5
848,17,1,0.5
849,17,2,0.5
850,17,3,0.5
853,17,6,0.5
854,17,7,0.5
856,17,9,0.5
859,17,12,0.5
864,17,17,0.5
867,17,20,0.5
874,17,27,0.5
876,17,29,0.5
878,17,31,0.5
883,17,36,0.5
884,17,37,0.5
888,17,41,0.5
890,17,43,0.5
891,17,44,0.5
892,17,45,0.5
893,17,46,0.5
897,18,0,0.5
898,18,1,0.5
900,18,3,0.5
903,18,6,0.5
904,18,7,0.5
905,18,8,0.5
906,18,9,0.5
907,18,10,0.5
909,18,12,0.5
911,18,14,0.5
912,18,15,0.5
913,18,16,0.5
914,18,17,0.5
916,18,19,0.5
917,18,20,0.5
918,18,21,0.5
919,18,22,0.5
920,18,23,0.5
925,18,28,0.5
927,18,30,0.5
929,18,32,0.5
932,18,35,0.5
936,18,39,0.5
937,18,40,0.5
942,18,45,0.5
946,18,49,0.5
948,19,1,0.5
951,19,4,0.5
958,19,11,0.5
962,19,15,0.5
963,19,16,0.5
964,19,17,0.5
966,19,19,0.5
969,19,22,0.5
970,19,23,0.5
971,19,24,0.5
973,19,26,0.5
974,19,27,0.5
976,19,29,0.5
979,19,32,0.5
982,19,35,0.5
983,19,36,0.5
986,19,39,0.5
987,19,40,0.5
989,19,42,0.5
990,19,43,0.5
991,19,44,0.5
993,19,46,0.5
997,20,1,0.5
1005,20,9,0.5
1006,20,10,0.5
1007,20,11,0.5
1009,20,13,0.5
1010,20,14,0.5
1012,20,16,0.5
1013,20,17,0.5
1014,20,18,0.5
1015,20,19,0.5
1016,20,20,0.5
1017,20,21,0.5
1021,20,25,0.5
1023,20,27,0.5
1025,20,29,0.5
1027,20,31,0.5
1030,20,34,0.5
1031,20,35,0.5
1032,20,36,0.5
1033,20,37,0.5
1034,20,38,0.5
1035,20,39,0.5
1036,20,40,0.5
1038,20,42,0.5
1041,20,45,0.5
1042,20,46,0.5
1045,20,49,0.5
1046,21,0,0.5
1053,21,7,0.5
1054,21,8,0.5
1058,21,12,0.5
1059,21,13,0.5
1060,21,14,0.5
1063,21,17,0.5
1072,21,26,0.5
1073,21,27,0.5
1075,21,29,0.5
1076,21,30,0.5
1080,21,34,0.5
1082,21,36,0.5
1083,21,37,0.5
1085,21,40,0.5
1087,21,42,0.5
1088,21,43,0.5
1093,21,48,0.5
1096,22,1,0.5
1099,22,4,0.5
1101,22,6,0.5
1102,22,7,0.5
1104,22,9,0.5
1105,22,10,0.5
1108,22,13,0.5
1110,22,15,0.5
1116,22,22,0.5
1117,22,23,0.5
1122,22,28,0.5
1125,22,31,0.5
1129,22,35,0.5
1131,22,37,0.5
1132,22,39,0.5
1133,22,40,0.5
1135,22,42,0.5
1136,22,43,0.5
1139,22,46,0.5
1140,22,47,0.5
1141,22,48,0.5
1143,23,0,0.5
1144,23,1,0.5
1147,23,4,0.5
1152,23,9,0.5
1154,23,11,0.5
1161,23,18,0.5
1163,23,20,0.5
1167,23,24,0.5
1168,23,25,0.5
1169,23,26,0.5
1170,23,27,0.5
1171,23,28,0.5
1173,23,30,0.5
1174,23,31,0.5
1175,23,32,0.5
1176,23,33,0.5
1177,23,34,0.5
1178,23,35,0.5
1179,23,36,0.5
1180,23,37,0.5
1181,23,38,0.5
1182,23,39,0.5
1184,23,41,0.5
1185,23,42,0.5
1187,23,44,0.5
1188,23,45,0.5
1189,23,46,0.5
1190,23,47,0.5
1192,23,49,0.5
1193,24,0,0.5
1194,24,1,0.5
1198,24,5,0.5
1199,24,6,0.5
1202,24,9,0.5
1203,24,10,0.5
1205,24,12,0.5
1206,24,13,0.5
1210,24,17,0.5
1211,24,18,0.5
1213,24,20,0.5
1216,24,23,0.5
1217,24,24,0.5
1221,24,28,0.5
1222,24,29,0.5
1223,24,30,0.5
1224,24,31,0.5
1225,24,32,0.5
1226,24,33,0.5
1227,24,34,0.5
1229,24,36,0.5
1230,24,37,0.5
1232,24,39,0.5
1234,24,41,0.5
1235,24,42,0.5
1236,24,43,0.5
1237,24,44,0.5
1241,24,48,0.5
1245,25,3,0.5
1246,25,4,0.5
1249,25,8,0.5
1250,25,9,0.5
1254,25,13,0.5
1255,25,14,0.5
1256,25,15,0.5
1258,25,17,0.5
1259,25,18,0.5
1260,25,19,0.5
1262,25,21,0.5
1263,25,22,0.5
1265,25,25,0.5
1266,25,26,0.5
1268,25,28,0.5
1270,25,30,0.5
1272,25,32,0.5
1274,25,34,0.5
1279,25,39,0.5
1280,25,40,0.5
1282,25,42,0.5
1283,25,43,0.5
1286,25,46,0.5
1287,25,47,0.5
1288,25,48,0.5
1292,26,2,0.5
1294,26,4,0.5
1295,26,5,0.5
1296,26,6,0.5
1300,26,10,0.5
1301,26,11,0.5
1303,26,13,0.5
1305,26,15,0.5
1306,26,16,0.5
1307,26,17,0.5
1310,26,20,0.5
1311,26,21,0.5
1312,26,22,0.5
1313,26,23,0.5
1314,26,24,0.5
1316,26,26,0.5
1318,26,28,0.5
1320,26,30,0.5
1321,26,31,0.5
1322,26,32,0.5
1323,26,33,0.5
1324,26,34,0.5
1327,26,37,0.5
1328,26,38,0.5
1331,26,41,0.5
1334,26,44,0.5
1339,26,49,0.5
1340,27,0,0.5
1341,27,1,0.5
1343,27,3,0.5
1344,27,4,0.5
1345,27,5,0.5
1349,27,9,0.5
1350,27,10,0.5
1351,27,11,0.5
1352,27,12,0.5
1355,27,15,0.5
1356,27,16,0.5
1358,27,18,0.5
1362,27,22,0.5
1366,27,26,0.5
1367,27,27,0.5
1369,27,29,0.5
1370,27,30,0.5
1373,27,33,0.5
1374,27,34,0.5
1378,27,38,0.5
1380,27,40,0.5
1381,27,41,0.5
1383,27,43,0.5
1384,27,44,0.5
1386,27,46,0.5
1387,27,47,0.5
1388,27,48,0.5
1389,27,49,0.5
1390,28,0,0.5
1392,28,2,0.5
1393,28,3,0.5
1394,28,4,0.5
1396,28,6,0.5
1397,28,7,0.5
1399,28,9,0.5
1400,28,10,0.5
1402,28,12,0.5
1405,28,15,0.5
1406,28,16,0.5
1411,28,21,0.5
1412,28,22,0.5
1413,28,23,0.5
1418,28,28,0.5
1419,28,29,0.5
1423,28,33,0.5
1424,28,34,0.5
1425,28,35,0.5
1426,28,36,0.5
1429,28,39,0.5
1430,28,40,0.5
1431,28,41,0.5
1432,28,42,0.5
1433,28,43,0.5
1435,28,45,0.5
1436,28,46,0.5
1438,28,48,0.5
1442,29,2,0.5
1443,29,3,0.5
1445,29,5,0.5
1446,29,6,0.5
1447,29,7,0.5
1449,29,9,0.5
1451,29,11,0.5
1452,29,12,0.5
1453,29,13,0.5
1454,29,14,0.5
1455,29,15,0.5
1456,29,16,0.5
1461,29,21,0.5
1462,29,22,0.5
1463,29,23,0.5
1466,29,26,0.5
1468,29,28,0.5
1472,29,32,0.5
1473,29,33,0.5
1476,29,36,0.5
1478,29,39,0.5
1480,29,41,0.5
1482,29,43,0.5
1483,29,44,0.5
1485,29,46,0.5
1487,29,48,0.5
1488,29,49,0.5
1489,30,0,0.5
1493,30,4,0.5
1499,30,10,0.5
1500,30,11,0.5
1501,30,12,0.5
1502,30,13,0.5
1503,30,14,0.5
1505,30,16,0.5
1506,30,17,0.5
1508,30,19,0.5
1509,30,20,0.5
1510,30,21,0.5
1511,30,22,0.5
1513,30,24,0.5
1514,30,25,0.5
1515,30,26,0.5
1518,30,29,0.5
1519,30,30,0.5
1520,30,31,0.5
1524,30,35,0.5
1525,30,36,0.5
1526,30,37,0.5
1530,30,41,0.5
1533,30,44,0.5
1534,30,45,0.5
1536,30,47,0.5
1539,31,0,0.5
1547,31,8,0.5
1548,31,9,0.5
1553,31,14,0.5
1554,31,15,0.5
1555,31,16,0.5
1556,31,17,0.5
1557,31,18,0.5
1559,31,20,0.5
1566,31,27,0.5
1571,31,32,0.5
1573,31,34,0.5
1577,31,38,0.5
1579,31,40,0.5
1580,31,41,0.5
1582,31,43,0.5
1584,31,45,0.5
1585,31,46,0.5
1587,31,48,0.5
1589,32,0,0.5
1591,32,2,0.5
1593,32,4,0.5
1594,32,5,0.5
1595,32,6,0.5
1596,32,7,0.5
1597,32,8,0.5
1598,32,9,0.5
1603,32,14,0.5
1604,32,15,0.5
1605,32,16,0.5
1608,32,19,0.5
1609,32,20,0.5
1610,32,21,0.5
1613,32,24,0.5
1614,32,25,0.5
1615,32,26,0.5
1616,32,27,0.5
1623,32,34,0.5
1624,32,35,0.5
1626,32,37,0.5
1627,32,39,0.5
1630,32,42,0.5
1632,32,44,0.5
1634,32,46,0.5
1638,33,0,0.5
1639,33,1,0.5
1642,33,4,0.5
1645,33,7,0.5
1646,33,8,0.5
1649,33,11,0.5
1652,33,14,0.5
1653,33,15,0.5
1656,33,18,0.5
1657,33,19,0.5
1658,33,20,0.5
1660,33,22,0.5
1662,33,24,0.5
1663,33,25,0.5
1665,33,27,0.5
1667,33,29,0.5
1668,33,30,0.5
1675,33,37,0.5
1686,33,48,0.5
1688,34,0,0.5
1691,34,3,0.5
1693,34,5,0.5
1695,34,7,0.5
1697,34,9,0.5
1699,34,11,0.5
1701,34,13,0.5
1703,34,15,0.5
1710,34,22,0.5
1711,34,23,0.5
1712,34,24,0.5
1713,34,25,0.5
1717,34,29,0.5
1718,34,30,0.5
1721,34,33,0.5
1722,34,34,0.5
1723,34,35,0.5
1724,34,36,0.5
1726,34,38,0.5
1727,34,39,0.5
1728,34,40,0.5
1729,34,41,0.5
1731,34,43,0.5
1736,34,48,0.5
1745,35,7,0.5
1747,35,9,0.5
1750,35,12,0.5
1751,35,13,0.5
1752,35,14,0.5
1753,35,15,0.5
1756,35,18,0.5
1757,35,19,0.5
1759,35,21,0.5
1760,35,22,0.5
1761,35,23,0.5
1762,35,24,0.5
1763,35,25,0.5
1764,35,26,0.5
1765,35,27,0.5
1767,35,29,0.5
1768,35,30,0.5
1769,35,31,0.5
1770,35,32,0.5
1771,35,33,0.5
1774,35,36,0.5
1775,35,37,0.5
1776,35,38,0.5
1777,35,39,0.5
1779,35,41,0.5
1785,35,47,0.5
1786,35,48,0.5
1787,35,49,0.5
1790,36,2,0.5
1791,36,3,0.5
1792,36,4,0.5
1794,36,6,0.5
1797,36,9,0.5
1800,36,12,0.5
1804,36,16,0.5
1807,36,19,0.5
1808,36,20,0.5
1814,36,26,0.5
1815,36,27,0.5
1817,36,29,0.5
1818,36,30,0.5
1821,36,33,0.5
1824,36,36,0.5
1825,36,37,0.5
1826,36,38,0.5
1829,36,41,0.5
1830,36,42,0.5
1831,36,43,0.5
1832,36,44,0.5
1837,36,49,0.5
1842,37,4,0.5
1846,37,8,0.5
1847,37,9,0.5
1853,37,15,0.5
1854,37,16,0.5
1857,37,19,0.5
1858,37,20,0.5
1860,37,22,0.5
1862,37,24,0.5
1865,37,27,0.5
1866,37,28,0.5
1868,37,30,0.5
1870,37,32,0.5
1871,37,33,0.5
1873,37,35,0.5
1875,37,37,0.5
1881,37,43,0.5
1882,37,44,0.5
1883,37,45,0.5
1884,37,46,0.5
1894,38,6,0.5
1895,38,7,0.5
1896,38,8,0.5
1900,38,12,0.5
1901,38,13,0.5
1903,38,15,0.5
1904,38,16,0.5
1905,38,17,0.5
1908,38,20,0.5
1909,38,21,0.5
1910,38,22,0.5
1911,38,23,0.5
1914,38,26,0.5
1916,38,28,0.5
1917,38,29,0.5
1922,38,34,0.5
1923,38,35,0.5
1926,38,38,0.5
1927,38,39,0.5
1931,38,43,0.5
1932,38,44,0.5
1933,38,45,0.5
1934,38,46,0.5
1935,38,47,0.5
1938,39,0,0.5
1943,39,5,0.5
1944,39,6,0.5
1947,39,9,0.5
1949,39,11,0.5
1950,39,12,0.5
1951,39,13,0.5
1955,39,17,0.5
1956,39,18,0.5
1957,39,19,0.5
1958,39,20,0.5
1960,39,22,0.5
1961,39,23,0.5
1963,39,25,0.5
1964,39,26,0.5
1968,39,30,0.5
1971,39,33,0.5
1973,39,35,0.5
1974,39,36,0.5
1975,39,37,0.5
1976,39,38,0.5
1978,39,40,0.5
1980,39,42,0.5
1982,39,44,0.5
1987,39,49,0.5
1988,40,0,0.5
1989,40,1,0.5
1992,40,4,0.5
1993,40,5,0.5
1996,40,8,0.5
1998,40,10,0.5
2000,40,12,0.5
2001,40,13,0.5
2003,40,15,0.5
2004,40,16,0.5
2005,40,17,0.5
2007,40,19,0.5
2008,40,20,0.5
2009,40,21,0.5
2010,40,22,0.5
2011,40,23,0.5
2012,40,24,0.5
2013,40,25,0.5
2015,40,27,0.5
2016,40,28,0.5
2017,40,29,0.5
2018,40,30,0.5
2019,40,31,0.5
2020,40,32,0.5
2021,40,33,0.5
2022,40,34,0.5
2025,40,37,0.5
2026,40,38,0.5
2028,40,40,0.5
2029,40,41,0.5
2031,40,43,0.5
2032,40,44,0.5
2033,40,45,0.5
2038,41,0,0.5
2039,41,1,0.5
2042,41,4,0.5
2043,41,5,0.5
2045,41,7,0.5
2047,41,9,0.5
2048,41,10,0.5
2050,41,12,0.5
2055,41,17,0.5
2057,41,19,0.5
2058,41,20,0.5
2059,41,21,0.5
2060,41,22,0.5
2061,41,23,0.5
2062,41,24,0.5
2064,41,26,0.5
2068,41,30,0.5
2069,41,31,0.5
2071,41,33,0.5
2072,41,34,0.5
2073,41,35,0.5
2076,41,38,0.5
2077,41,39,0.5
2080,41,42,0.5
2083,41,45,0.5
2084,41,46,0.5
2086,41,48,0.5
2090,42,2,0.5
2092,42,4,0.5
2093,42,5,0.5
2096,42,8,0.5
2098,42,10,0.5
2100,42,12,0.5
2101,42,13,0.5
2105,42,17,0.5
2107,42,19,0.5
2109,42,21,0.5
2112,42,24,0.5
2113,42,25,0.5
2115,42,27,0.5
2116,42,28,0.5
2117,42,29,0.5
2119,42,31,0.5
2121,42,33,0.5
2122,42,34,0.5
2123,42,35,0.5
2126,42,38,0.5
2127,42,39,0.5
2128,42,40,0.5
2129,42,41,0.5
2130,42,42,0.5
2131,42,43,0.5
2132,42,44,0.5
2134,42,46,0.5
2135,42,47,0.5
2137,42,49,0.5
2143,43,5,0.5
2144,43,6,0.5
2146,43,8,0.5
2148,43,10,0.5
2153,43,15,0.5
2155,43,17,0.5
2161,43,23,0.5
2163,43,25,0.5
2164,43,26,0.5
2166,43,28,0.5
2167,43,29,0.5
2170,43,32,0.5
2181,43,43,0.5
2185,43,47,0.5
2187,43,49,0.5
2188,44,0,0.5
2189,44,1,0.5
2192,44,4,0.5
2193,44,5,0.5
2198,44,10,0.5
2199,44,11,0.5
2202,44,14,0.5
2203,44,15,0.5
2205,44,17,0.5
2206,44,18,0.5
2208,44,20,0.5
2209,44,21,0.5
2210,44,22,0.5
2211,44,23,0.5
2212,44,24,0.5
2213,44,25,0.5
2216,44,28,0.5
2217,44,29,0.5
2218,44,30,0.5
2219,44,31,0.5
2223,44,35,0.5
2226,44,38,0.5
2228,44,40,0.5
2230,44,42,0.5
2231,44,43,0.5
2232,44,44,0.5
2235,44,47,0.5
2237,44,49,0.5
2238,45,0,0.5
2239,45,1,0.5
2240,45,2,0.5
2241,45,3,0.5
2242,45,4,0.5
2246,45,8,0.5
2247,45,9,0.5
2248,45,10,0.5
2249,45,11,0.5
2250,45,12,0.5
2251,45,13,0.5
2253,45,15,0.5
2259,45,21,0.5
2260,45,22,0.5
2263,45,25,0.5
2264,45,26,0.5
2266,45,28,0.5
2268,45,30,0.5
2272,45,34,0.5
2276,45,38,0.5
2279,45,41,0.5
2280,45,42,0.5
2281,45,43,0.5
2284,45,46,0.5
2287,45,49,0.5
2288,46,0,0.5
2289,46,1,0.5
2292,46,4,0.5
2294,46,6,0.5
2295,46,7,0.5
2297,46,9,0.5
2299,46,11,0.5
2300,46,12,0.5
2304,46,16,0.5
2307,46,19,0.5
2309,46,21,0.5
2311,46,23,0.5
2312,46,24,0.5
2313,46,25,0.5
2314,46,26,0.5
2316,46,28,0.5
2317,46,29,0.5
2318,46,30,0.5
2319,46,31,0.5
2320,46,32,0.5
2323,46,35,0.5
2324,46,36,0.5
2330,46,42,0.5
2332,46,44,0.5
2333,46,45,0.5
2334,46,46,0.5
2335,46,47,0.5
2336,46,48,0.5
2337,46,49,0.5
2339,47,1,0.5
2340,47,2,0.5
2349,47,11,0.5
2350,47,12,0.5
2352,47,14,0.5
2353,47,15,0.5
2354,47,16,0.5
2356,47,18,0.5
2358,47,20,0.5
2362,47,24,0.5
2363,47,25,0.5
2364,47,26,0.5
2366,47,28,0.5
2367,47,29,0.5
2368,47,30,0.5
2370,47,32,0.5
2371,47,33,0.5
2372,47,34,0.5
2373,47,35,0.5
2374,47,36,0.5
2376,47,38,0.5
2379,47,41,0.5
2381,47,43,0.5
2384,47,46,0.5
2385,47,47,0.5
2389,48,1,0.5
2390,48,2,0.5
2392,48,4,0.5
2395,48,7,0.5
2400,48,12,0.5
2401,48,13,0.5
2402,48,14,0.5
2405,48,18,0.5
2408,48,21,0.5
2413,48,26,0.5
2414,48,27,0.5
2417,48,30,0.5
2418,48,31,0.5
2421,48,34,0.5
2423,48,36,0.5
2426,48,39,0.5
2427,48,40,0.5
2428,48,41,0.5
2429,48,42,0.5
2430,48,43,0.5
2431,48,44,0.5
2435,48,48,0.5
2436,48,49,0.5
2438,49,1,0.5
2440,49,3,0.5
2442,49,5,0.5
2443,49,6,0.5
2444,49,7,0.5
2445,49,8,0.5
2448,49,11,0.5
2449,49,12,0.5
2450,49,13,0.5
2452,49,15,0.5
2454,49,17,0.5
2455,49,18,0.5
2458,49,21,0.5
2459,49,22,0.5
2463,49,26,0.5
2464,49,27,0.5
2466,49,29,0.5
2467,49,30,0.5
2468,49,31,0.5
2470,49,33,0.5
2472,49,35,0.5
2473,49,36,0.5
2478,49,41,0.5
2481,49,44,0.5
2485,49,48,0.5
