,X,Y,Spot_radius
433,8,34,0.5
434,8,35,0.5
437,8,38,0.5
438,8,39,0.5
439,8,40,0.5
440,8,41,0.5
441,8,42,0.5
445,8,46,0.5
446,8,47,0.5
448,8,49,0.5
449,9,0,0.5
450,9,1,0.5
451,9,2,0.5
452,9,3,0.5
453,9,4,0.5
454,9,5,0.5
455,9,6,0.5
458,9,9,0.5
459,9,10,0.5
460,9,11,0.5
462,9,13,0.5
465,9,16,0.5
466,9,17,0.5
467,9,18,0.5
468,9,19,0.5
470,9,21,0.5
471,9,22,0.5
473,9,24,0.5
475,9,26,0.5
476,9,27,0.5
477,9,28,0.5
479,9,30,0.5
480,9,31,0.5
484,9,35,0.5
485,9,36,0.5
486,9,37,0.5
489,9,40,0.5
491,9,42,0.5
494,9,45,0.5
495,9,46,0.5
498,9,49,0.5
499,10,0,0.5
502,10,3,0.5
505,10,6,0.5
506,10,7,0.5
511,10,12,0.5
513,10,14,0.5
514,10,15,0.5
516,10,17,0.5
517,10,18,0.5
519,10,20,0.5
521,10,22,0.5
522,10,23,0.5
523,10,24,0.5
525,10,27,0.5
526,10,28,0.5
527,10,29,0.5
528,10,30,0.5
529,10,31,0.5
530,10,32,0.5
532,10,34,0.5
535,10,37,0.5
537,10,39,0.5
539,10,41,0.5
541,10,43,0.5
543,10,45,0.5
548,11,0,0.5
550,11,2,0.5
551,11,3,0.5
554,11,6,0.5
557,11,9,0.5
558,11,10,0.5
562,11,14,0.5
564,11,16,0.5
565,11,17,0.5
567,11,19,0.5
568,11,20,0.5
571,11,23,0.5
572,11,24,0.5
574,11,26,0.5
576,11,28,0.5
578,11,30,0.5
579,11,31,0.5
580,11,32,0.5
581,11,33,0.5
583,11,35,0.5
585,11,37,0.5
586,11,38,0.5
587,11,39,0.5
588,11,40,0.5
590,11,42,0.5
592,11,44,0.5
593,11,45,0.5
594,11,46,0.5
595,11,47,0.5
596,11,48,0.5
597,11,49,0.5
598,12,0,0.5
599,12,1,0.5
600,12,2,0.5
602,12,4,0.5
605,12,7,0.5
607,12,9,0.5
610,12,12,0.5
615,12,17,0.5
619,12,21,0.5
620,12,22,0.5
622,12,24,0.5
623,12,25,0.5
626,12,28,0.5
627,12,29,0.5
630,12,32,0.5
631,12,33,0.5
633,12,35,0.5
635,12,37,0.5
638,12,40,0.5
643,12,45,0.5
645,12,47,0.5
648,13,1,0.5
651,13,4,0.5
653,13,6,0.5
656,13,9,0.5
657,13,10,0.5
659,13,12,0.5
660,13,13,0.5
661,13,14,0.5
663,13,16,0.5
664,13,17,0.5
666,13,19,0.5
668,13,21,0.5
669,13,22,0.5
672,13,25,0.5
679,13,32,0.5
682,13,35,0.5
683,13,36,0.5
687,13,40,0.5
688,13,41,0.5
690,13,43,0.5
691,13,44,0.5
693,13,46,0.5
695,13,48,0.5
696,13,49,0.5
697,14,0,0.5
698,14,1,0.5
700,14,3,0.5
702,14,5,0.5
703,14,6,0.5
705,14,8,0.5
709,14,12,0.5
710,14,13,0.5
712,14,15,0.5
715,14,18,0.5
716,14,19,0.5
719,14,22,0.5
723,14,26,0.5
726,14,29,0.5
727,14,30,0.5
731,14,34,0.5
732,14,35,0.5
736,14,39,0.5
738,14,41,0.5
739,14,42,0.5
740,14,43,0.5
741,14,44,0.5
742,14,45,0.5
746,14,49,0.5
748,15,1,0.5
749,15,2,0.5
750,15,3,0.5
751,15,4,0.5
752,15,5,0.5
755,15,8,0.5
756,15,9,0.5
759,15,12,0.5
761,15,14,0.5
762,15,15,0.5
763,15,16,0.5
764,15,17,0.5
765,15,18,0.5
766,15,19,0.5
768,15,21,0.5
769,15,22,0.5
771,15,24,0.5
773,15,26,0.5
774,15,27,0.5
776,15,29,0.5
778,15,31,0.5
779,15,32,0.5
780,15,33,0.5
781,15,34,0.5
784,15,37,0.5
787,15,40,0.5
789,15,42,0.5
794,15,47,0.5
796,15,49,0.5
800,16,3,0.5
801,16,4,0.5
802,16,5,0.5
804,16,7,0.5
805,16,8,0.5
806,16,9,0.5
808,16,11,0.5
809,16,12,0.5
811,16,14,0.5
816,16,19,0.5
817,16,20,0.5
818,16,21,0.5
820,16,23,0.5
821,16,24,0.5
823,16,26,0.5
824,16,27,0.5
825,16,28,0.5
827,16,30,0.5
828,16,31,0.5
829,16,32,0.5
831,16,34,0.5
832,16,35,0.5
833,16,36,0.5
834,16,37,0.5
836,16,39,0.5
838,16,41,0.5
839,16,42,0.5
840,16,43,0.5
841,16,44,0.5
845,16,48,0.5
846,16,49,0.5
847,17,0,0.5
852,17,5,0.5
854,17,7,0.5
855,17,8,0.5
858,17,11,0.5
859,17,12,0.5
860,17,13,0.5
864,17,17,0.5
865,17,18,0.5
866,17,19,0.5
867,17,20,0.5
868,17,21,0.5
872,17,25,0.5
879,17,32,0.5
880,17,33,0.5
881,17,34,0.5
888,17,41,0.5
891,17,44,0.5
892,17,45,0.5
893,17,46,0.5
895,17,48,0.5
898,18,1,0.5
901,18,4,0.5
905,18,8,0.5
906,18,9,0.5
908,18,11,0.5
911,18,14,0.5
913,18,16,0.5
914,18,17,0.5
915,18,18,0.5
916,18,19,0.5
917,18,20,0.5
924,18,27,0.5
928,18,31,0.5
930,18,33,0.5
932,18,35,0.5
934,18,37,0.5
936,18,39,0.5
938,18,41,0.5
942,18,45,0.5
948,19,1,0.5
950,19,3,0.5
951,19,4,0.5
952,19,5,0.5
953,19,6,0.5
954,19,7,0.5
955,19,8,0.5
957,19,10,0.5
958,19,11,0.5
961,19,14,0.5
962,19,15,0.5
964,19,17,0.5
966,19,19,0.5
970,19,23,0.5
971,19,24,0.5
972,19,25,0.5
973,19,26,0.5
974,19,27,0.5
976,19,29,0.5
979,19,32,0.5
980,19,33,0.5
984,19,37,0.5
985,19,38,0.5
987,19,40,0.5
988,19,41,0.5
989,19,42,0.5
990,19,43,0.5
991,19,44,0.5
993,19,46,0.5
995,19,48,0.5
996,19,49,0.5
997,20,1,0.5
998,20,2,0.5
1001,20,5,0.5
1002,20,6,0.5
1004,20,8,0.5
1005,20,9,0.5
1008,20,12,0.5
1009,20,13,0.5
1011,20,15,0.5
1012,20,16,0.5
1013,20,17,0.5
1018,20,22,0.5
1019,20,23,0.5
1021,20,25,0.5
1023,20,27,0.5
1025,20,29,0.5
1026,20,30,0.5
1031,20,35,0.5
1032,20,36,0.5
1033,20,37,0.5
1034,20,38,0.5
1038,20,42,0.5
1042,20,46,0.5
1047,21,1,0.5
1048,21,2,0.5
1049,21,3,0.5
1050,21,4,0.5
1052,21,6,0.5
1053,21,7,0.5
1054,21,8,0.5
1057,21,11,0.5
1059,21,13,0.5
1062,21,16,0.5
1063,21,17,0.5
1064,21,18,0.5
1065,21,19,0.5
1068,21,22,0.5
1069,21,23,0.5
1070,21,24,0.5
1071,21,25,0.5
1072,21,26,0.5
1078,21,32,0.5
1079,21,33,0.5
1083,21,37,0.5
1085,21,40,0.5
1088,21,43,0.5
1092,21,47,0.5
1094,21,49,0.5
1096,22,1,0.5
1100,22,5,0.5
1101,22,6,0.5
1104,22,9,0.5
1105,22,10,0.5
1106,22,11,0.5
1107,22,12,0.5
1112,22,17,0.5
1114,22,20,0.5
1117,22,23,0.5
1118,22,24,0.5
1119,22,25,0.5
1123,22,29,0.5
1127,22,33,0.5
1129,22,35,0.5
1131,22,37,0.5
1133,22,40,0.5
1134,22,41,0.5
1135,22,42,0.5
1141,22,48,0.5
1143,23,0,0.5
1145,23,2,0.5
1146,23,3,0.5
1147,23,4,0.5
1148,23,5,0.5
1149,23,6,0.5
1150,23,7,0.5
1151,23,8,0.5
1152,23,9,0.5
1156,23,13,0.5
1158,23,15,0.5
1162,23,19,0.5
1163,23,20,0.5
1164,23,21,0.5
1165,23,22,0.5
1166,23,23,0.5
1167,23,24,0.5
1168,23,25,0.5
1169,23,26,0.5
1171,23,28,0.5
1174,23,31,0.5
1177,23,34,0.5
1178,23,35,0.5
1179,23,36,0.5
1180,23,37,0.5
1181,23,38,0.5
1183,23,40,0.5
1185,23,42,0.5
1186,23,43,0.5
1191,23,48,0.5
1193,24,0,0.5
1197,24,4,0.5
1201,24,8,0.5
1203,24,10,0.5
1204,24,11,0.5
1205,24,12,0.5
1206,24,13,0.5
1215,24,22,0.5
1216,24,23,0.5
1217,24,24,0.5
1218,24,25,0.5
1221,24,28,0.5
1223,24,30,0.5
1224,24,31,0.5
1225,24,32,0.5
1226,24,33,0.5
1228,24,35,0.5
1230,24,37,0.5
1231,24,38,0.5
1232,24,39,0.5
1235,24,42,0.5
1238,24,45,0.5
1239,24,46,0.5
1241,24,48,0.5
1242,24,49,0.5
1244,25,2,0.5
1245,25,3,0.5
1247,25,5,0.5
1248,25,6,0.5
1249,25,8,0.5
1251,25,10,0.5
1253,25,12,0.5
1254,25,13,0.5
1256,25,15,0.5
1257,25,16,0.5
1258,25,17,0.5
1259,25,18,0.5
1260,25,19,0.5
1261,25,20,0.5
1262,25,21,0.5
1263,25,22,0.5
1264,25,23,0.5
1265,25,25,0.5
1266,25,26,0.5
1275,25,35,0.5
1276,25,36,0.5
1279,25,39,0.5
1280,25,40,0.5
1281,25,41,0.5
1284,25,44,0.5
1285,25,45,0.5
1286,25,46,0.5
1288,25,48,0.5
1290,26,0,0.5
1291,26,1,0.5
1299,26,9,0.5
1300,26,10,0.5
1302,26,12,0.5
1307,26,17,0.5
1309,26,19,0.5
1310,26,20,0.5
1312,26,22,0.5
1313,26,23,0.5
1314,26,24,0.5
1317,26,27,0.5
1319,26,29,0.5
1320,26,30,0.5
1324,26,34,0.5
1327,26,37,0.5
1328,26,38,0.5
1329,26,39,0.5
1330,26,40,0.5
1331,26,41,0.5
1335,26,45,0.5
1339,26,49,0.5
1341,27,1,0.5
1342,27,2,0.5
1344,27,4,0.5
1349,27,9,0.5
1350,27,10,0.5
1356,27,16,0.5
1357,27,17,0.5
1358,27,18,0.5
1362,27,22,0.5
1364,27,24,0.5
1365,27,25,0.5
1366,27,26,0.5
1367,27,27,0.5
1373,27,33,0.5
1374,27,34,0.5
1375,27,35,0.5
1378,27,38,0.5
1379,27,39,0.5
1383,27,43,0.5
1387,27,47,0.5
1388,27,48,0.5
1389,27,49,0.5
1390,28,0,0.5
1391,28,1,0.5
1395,28,5,0.5
1397,28,7,0.5
1398,28,8,0.5
1399,28,9,0.5
1400,28,10,0.5
1401,28,11,0.5
1405,28,15,0.5
1407,28,17,0.5
1408,28,18,0.5
1411,28,21,0.5
1412,28,22,0.5
1416,28,26,0.5
1417,28,27,0.5
1418,28,28,0.5
1419,28,29,0.5
1421,28,31,0.5
1424,28,34,0.5
1429,28,39,0.5
1430,28,40,0.5
1431,28,41,0.5
1434,28,44,0.5
1445,29,5,0.5
1446,29,6,0.5
1448,29,8,0.5
1452,29,12,0.5
1454,29,14,0.5
1456,29,16,0.5
1457,29,17,0.5
1458,29,18,0.5
1460,29,20,0.5
1461,29,21,0.5
1463,29,23,0.5
1464,29,24,0.5
1466,29,26,0.5
1467,29,27,0.5
1470,29,30,0.5
1471,29,31,0.5
1473,29,33,0.5
1475,29,35,0.5
1477,29,37,0.5
1479,29,40,0.5
1481,29,42,0.5
1482,29,43,0.5
1483,29,44,0.5
1484,29,45,0.5
1485,29,46,0.5
1486,29,47,0.5
1487,29,48,0.5
1488,29,49,0.5
1489,30,0,0.5
1492,30,3,0.5
1493,30,4,0.5
1496,30,7,0.5
1497,30,8,0.5
1499,30,10,0.5
1500,30,11,0.5
1504,30,15,0.5
1505,30,16,0.5
1506,30,17,0.5
1507,30,18,0.5
1510,30,21,0.5
1512,30,23,0.5
1514,30,25,0.5
1515,30,26,0.5
1519,30,30,0.5
1520,30,31,0.5
1522,30,33,0.5
1523,30,34,0.5
1524,30,35,0.5
1526,30,37,0.5
1527,30,38,0.5
1528,30,39,0.5
1529,30,40,0.5
1530,30,41,0.5
1531,30,42,0.5
1535,30,46,0.5
1537,30,48,0.5
1538,30,49,0.5
1541,31,2,0.5
1542,31,3,0.5
1545,31,6,0.5
1549,31,10,0.5
1550,31,11,0.5
1551,31,12,0.5
1552,31,13,0.5
1554,31,15,0.5
1556,31,17,0.5
1558,31,19,0.5
1560,31,21,0.5
1561,31,22,0.5
1565,31,26,0.5
1566,31,27,0.5
1570,31,31,0.5
1572,31,33,0.5
1580,31,41,0.5
1582,31,43,0.5
1584,31,45,0.5
1586,31,47,0.5
1590,32,1,0.5
1592,32,3,0.5
1595,32,6,0.5
1597,32,8,0.5
1599,32,10,0.5
1600,32,11,0.5
1601,32,12,0.5
1602,32,13,0.5
1607,32,18,0.5
1609,32,20,0.5
1611,32,22,0.5
1612,32,23,0.5
1614,32,25,0.5
1617,32,28,0.5
1619,32,30,0.5
1622,32,33,0.5
1623,32,34,0.5
1625,32,36,0.5
1627,32,39,0.5
1631,32,43,0.5
1632,32,44,0.5
1633,32,45,0.5
1634,32,46,0.5
1636,32,48,0.5
1637,32,49,0.5
1642,33,4,0.5
1647,33,9,0.5
1649,33,11,0.5
1651,33,13,0.5
1653,33,15,0.5
1654,33,16,0.5
1655,33,17,0.5
1657,33,19,0.5
1658,33,20,0.5
1659,33,21,0.5
1660,33,22,0.5
1664,33,26,0.5
1667,33,29,0.5
1668,33,30,0.5
1670,33,32,0.5
1673,33,35,0.5
1676,33,38,0.5
1678,33,40,0.5
1679,33,41,0.5
1685,33,47,0.5
1686,33,48,0.5
1687,33,49,0.5
1688,34,0,0.5
1689,34,1,0.5
1690,34,2,0.5
1696,34,8,0.5
1697,34,9,0.5
1698,34,10,0.5
1699,34,11,0.5
1705,34,17,0.5
1706,34,18,0.5
1707,34,19,0.5
1710,34,22,0.5
1711,34,23,0.5
1712,34,24,0.5
1713,34,25,0.5
1717,34,29,0.5
1718,34,30,0.5
1722,34,34,0.5
1725,34,37,0.5
1727,34,39,0.5
1729,34,41,0.5
1731,34,43,0.5
1738,35,0,0.5
1740,35,2,0.5
1741,35,3,0.5
1742,35,4,0.5
1744,35,6,0.5
1745,35,7,0.5
1746,35,8,0.5
1750,35,12,0.5
1752,35,14,0.5
1756,35,18,0.5
1759,35,21,0.5
1763,35,25,0.5
1768,35,30,0.5
1769,35,31,0.5
1771,35,33,0.5
1773,35,35,0.5
1774,35,36,0.5
1777,35,39,0.5
1780,35,42,0.5
1781,35,43,0.5
1784,35,46,0.5
1785,35,47,0.5
1786,35,48,0.5
1787,35,49,0.5
1789,36,1,0.5
1790,36,2,0.5
1791,36,3,0.5
1792,36,4,0.5
1793,36,5,0.5
1794,36,6,0.5
1795,36,7,0.5
1798,36,10,0.5
1805,36,17,0.5
1808,36,20,0.5
1809,36,21,0.5
1810,36,22,0.5
1812,36,24,0.5
1815,36,27,0.5
1817,36,29,0.5
1818,36,30,0.5
1822,36,34,0.5
1824,36,36,0.5
1826,36,38,0.5
1828,36,40,0.5
1830,36,42,0.5
1832,36,44,0.5
1833,36,45,0.5
1834,36,46,0.5
1835,36,47,0.5
1836,36,48,0.5
1837,36,49,0.5
1838,37,0,0.5
1844,37,6,0.5
1846,37,8,0.5
1847,37,9,0.5
1849,37,11,0.5
1852,37,14,0.5
1854,37,16,0.5
1855,37,17,0.5
1856,37,18,0.5
1859,37,21,0.5
1861,37,23,0.5
1862,37,24,0.5
1864,37,26,0.5
1865,37,27,0.5
1867,37,29,0.5
1869,37,31,0.5
1874,37,36,0.5
1875,37,37,0.5
1878,37,40,0.5
1883,37,45,0.5
1884,37,46,0.5
1886,37,48,0.5
1887,37,49,0.5
1889,38,1,0.5
1890,38,2,0.5
1892,38,4,0.5
1896,38,8,0.5
1898,38,10,0.5
1900,38,12,0.5
1901,38,13,0.5
1903,38,15,0.5
1905,38,17,0.5
1908,38,20,0.5
1909,38,21,0.5
1913,38,25,0.5
1916,38,28,0.5
1917,38,29,0.5
1923,38,35,0.5
1924,38,36,0.5
1929,38,41,0.5
1932,38,44,0.5
1933,38,45,0.5
1934,38,46,0.5
1937,38,49,0.5
1940,39,2,0.5
1942,39,4,0.5
1945,39,7,0.5
1948,39,10,0.5
1949,39,11,0.5
1950,39,12,0.5
1951,39,13,0.5
1953,39,15,0.5
1954,39,16,0.5
1956,39,18,0.5
1957,39,19,0.5
1959,39,21,0.5
1960,39,22,0.5
1961,39,23,0.5
1963,39,25,0.5
1967,39,29,0.5
1968,39,30,0.5
1970,39,32,0.5
1973,39,35,0.5
1974,39,36,0.5
1975,39,37,0.5
1977,39,39,0.5
1979,39,41,0.5
1983,39,45,0.5
1984,39,46,0.5
1985,39,47,0.5
1989,40,1,0.5
1991,40,3,0.5
1992,40,4,0.5
1994,40,6,0.5
1996,40,8,0.5
1997,40,9,0.5
2000,40,12,0.5
2002,40,14,0.5
2004,40,16,0.5
2007,40,19,0.5
2009,40,21,0.5
2010,40,22,0.5
2012,40,24,0.5
2013,40,25,0.5
2015,40,27,0.5
2018,40,30,0.5
2019,40,31,0.5
2022,40,34,0.5
2024,40,36,0.5
2027,40,39,0.5
2028,40,40,0.5
2029,40,41,0.5
2030,40,42,0.5
2031,40,43,0.5
2032,40,44,0.5
2039,41,1,0.5
2042,41,4,0.5
2043,41,5,0.5
2045,41,7,0.5
2046,41,8,0.5
2048,41,10,0.5
2050,41,12,0.5
2051,41,13,0.5
2053,41,15,0.5
2054,41,16,0.5
2055,41,17,0.5
2056,41,18,0.5
2058,41,20,0.5
2059,41,21,0.5
2060,41,22,0.5
2061,41,23,0.5
2064,41,26,0.5
2065,41,27,0.5
2067,41,29,0.5
2068,41,30,0.5
2076,41,38,0.5
2079,41,41,0.5
2080,41,42,0.5
2082,41,44,0.5
2084,41,46,0.5
2085,41,47,0.5
2089,42,1,0.5
2092,42,4,0.5
2094,42,6,0.5
2095,42,7,0.5
2096,42,8,0.5
2098,42,10,0.5
2100,42,12,0.5
2101,42,13,0.5
2103,42,15,0.5
2106,42,18,0.5
2107,42,19,0.5
2111,42,23,0.5
2113,42,25,0.5
2115,42,27,0.5
2117,42,29,0.5
2118,42,30,0.5
2119,42,31,0.5
2122,42,34,0.5
2123,42,35,0.5
2124,42,36,0.5
2125,42,37,0.5
2126,42,38,0.5
2130,42,42,0.5
2133,42,45,0.5
2134,42,46,0.5
2140,43,2,0.5
2143,43,5,0.5
2144,43,6,0.5
2145,43,7,0.5
2146,43,8,0.5
2147,43,9,0.5
2148,43,10,0.5
2152,43,14,0.5
2155,43,17,0.5
2156,43,18,0.5
2158,43,20,0.5
2161,43,23,0.5
2164,43,26,0.5
2165,43,27,0.5
2166,43,28,0.5
2167,43,29,0.5
2169,43,31,0.5
2170,43,32,0.5
2173,43,35,0.5
2176,43,38,0.5
2178,43,40,0.5
2179,43,41,0.5
2182,43,44,0.5
2184,43,46,0.5
2186,43,48,0.5
2187,43,49,0.5
2190,44,2,0.5
2193,44,5,0.5
2198,44,10,0.5
2199,44,11,0.5
2200,44,12,0.5
2202,44,14,0.5
2206,44,18,0.5
2207,44,19,0.5
2208,44,20,0.5
2210,44,22,0.5
2211,44,23,0.5
2212,44,24,0.5
2213,44,25,0.5
2215,44,27,0.5
2217,44,29,0.5
2219,44,31,0.5
2220,44,32,0.5
2222,44,34,0.5
2225,44,37,0.5
2228,44,40,0.5
2230,44,42,0.5
2231,44,43,0.5
2232,44,44,0.5
2234,44,46,0.5
2237,44,49,0.5
2240,45,2,0.5
2242,45,4,0.5
2244,45,6,0.5
2245,45,7,0.5
2246,45,8,0.5
2250,45,12,0.5
2251,45,13,0.5
2252,45,14,0.5
2253,45,15,0.5
2258,45,20,0.5
2259,45,21,0.5
2260,45,22,0.5
2261,45,23,0.5
2262,45,24,0.5
2263,45,25,0.5
2266,45,28,0.5
2267,45,29,0.5
2271,45,33,0.5
2274,45,36,0.5
2276,45,38,0.5
2280,45,42,0.5
2281,45,43,0.5
2282,45,44,0.5
2284,45,46,0.5
2285,45,47,0.5
2286,45,48,0.5
2292,46,4,0.5
2294,46,6,0.5
2295,46,7,0.5
2296,46,8,0.5
2297,46,9,0.5
2299,46,11,0.5
2300,46,12,0.5
2301,46,13,0.5
2303,46,15,0.5
2307,46,19,0.5
2309,46,21,0.5
2310,46,22,0.5
2315,46,27,0.5
2316,46,28,0.5
2317,46,29,0.5
2318,46,30,0.5
2320,46,32,0.5
2321,46,33,0.5
2323,46,35,0.5
2324,46,36,0.5
2325,46,37,0.5
2326,46,38,0.5
2329,46,41,0.5
2330,46,42,0.5
2331,46,43,0.5
2333,46,45,0.5
2334,46,46,0.5
2338,47,0,0.5
2339,47,1,0.5
2345,47,7,0.5
2347,47,9,0.5
2349,47,11,0.5
2351,47,13,0.5
2355,47,17,0.5
2357,47,19,0.5
2359,47,21,0.5
2360,47,22,0.5
2364,47,26,0.5
2366,47,28,0.5
2367,47,29,0.5
2369,47,31,0.5
2370,47,32,0.5
2371,47,33,0.5
2372,47,34,0.5
2373,47,35,0.5
2375,47,37,0.5
2376,47,38,0.5
2378,47,40,0.5
2381,47,43,0.5
2382,47,44,0.5
2384,47,46,0.5
2385,47,47,0.5
2386,47,48,0.5
2387,47,49,0.5
2388,48,0,0.5
2391,48,3,0.5
2394,48,6,0.5
2396,48,8,0.5
2398,48,10,0.5
2400,48,12,0.5
2401,48,13,0.5
2402,48,14,0.5
2405,48,18,0.5
2410,48,23,0.5
2414,48,27,0.5
2417,48,30,0.5
2418,48,31,0.5
2419,48,32,0.5
2424,48,37,0.5
2425,48,38,0.5
2427,48,40,0.5
2429,48,42,0.5
2430,48,43,0.5
2433,48,46,0.5
2437,49,0,0.5
2439,49,2,0.5
2441,49,4,0.5
2444,49,7,0.5
2445,49,8,0.5
2446,49,9,0.5
2450,49,13,0.5
2454,49,17,0.5
2456,49,19,0.5
2460,49,23,0.5
2468,49,31,0.5
2469,49,32,0.5
2470,49,33,0.5
2472,49,35,0.5
2473,49,36,0.5
2474,49,37,0.5
2477,49,40,0.5
2478,49,41,0.5
2480,49,43,0.5
2481,49,44,0.5
2483,49,46,0.5
2484,49,47,0.5
2485,49,48,0.5
2486,49,49,0.5
